BGC	Accession	Description	Product	BiG_SCAPE	Organism	Taxonomy
Pful_bac_bin052~Pful_metagenome_contig_000739.region001	Pful_metagenome_contig_000739	Pful_metagenome_contig_000739	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin053~Pful_metagenome_contig_000387.region001	Pful_metagenome_contig_000387	Pful_metagenome_contig_000387	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin053~Pful_metagenome_contig_000659.region001	Pful_metagenome_contig_000659	Pful_metagenome_contig_000659	ranthipeptide	RiPPs		
Pful_bac_bin054~Pful_metagenome_contig_001579.region001	Pful_metagenome_contig_001579	Pful_metagenome_contig_001579	RRE-containing	RiPPs		
Pful_bac_bin054~Pful_metagenome_contig_002718.region001	Pful_metagenome_contig_002718	Pful_metagenome_contig_002718	terpene	Terpene		
Pful_bac_bin054~Pful_metagenome_contig_011307.region001	Pful_metagenome_contig_011307	Pful_metagenome_contig_011307	ranthipeptide	RiPPs		
Pful_bac_bin054~Pful_metagenome_contig_016628.region001	Pful_metagenome_contig_016628	Pful_metagenome_contig_016628	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin054~Pful_metagenome_contig_066239.region001	Pful_metagenome_contig_066239	Pful_metagenome_contig_066239	RRE-containing	RiPPs		
Pful_bac_bin055~Pful_metagenome_contig_000372.region001	Pful_metagenome_contig_000372	Pful_metagenome_contig_000372	RRE-containing	RiPPs		
Pful_bac_bin055~Pful_metagenome_contig_000372.region002	Pful_metagenome_contig_000372	Pful_metagenome_contig_000372	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin055~Pful_metagenome_contig_000372.region003	Pful_metagenome_contig_000372	Pful_metagenome_contig_000372	RRE-containing	RiPPs		
Pful_bac_bin055~Pful_metagenome_contig_002358.region001	Pful_metagenome_contig_002358	Pful_metagenome_contig_002358	RRE-containing	RiPPs		
Pful_bac_bin056~Pful_metagenome_contig_000187.region001	Pful_metagenome_contig_000187	Pful_metagenome_contig_000187	RiPP-like	RiPPs		
Pful_bac_bin056~Pful_metagenome_contig_000187.region002	Pful_metagenome_contig_000187	Pful_metagenome_contig_000187	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin056~Pful_metagenome_contig_000187.region003	Pful_metagenome_contig_000187	Pful_metagenome_contig_000187	terpene	Terpene		
Pful_bac_bin056~Pful_metagenome_contig_000322.region001	Pful_metagenome_contig_000322	Pful_metagenome_contig_000322	cyclic-lactone-autoinducer.NRPS	Others		
Pful_bac_bin056~Pful_metagenome_contig_000832.region001	Pful_metagenome_contig_000832	Pful_metagenome_contig_000832	RRE-containing	RiPPs		
Pful_bac_bin056~Pful_metagenome_contig_008692.region001	Pful_metagenome_contig_008692	Pful_metagenome_contig_008692	ranthipeptide	RiPPs		
Pful_bac_bin057~Pful_metagenome_contig_007949.region001	Pful_metagenome_contig_007949	Pful_metagenome_contig_007949	ranthipeptide	RiPPs		
Pful_bac_bin058~Pful_metagenome_contig_000354.region001	Pful_metagenome_contig_000354	Pful_metagenome_contig_000354	lanthipeptide-class-ii	RiPPs		
Pful_bac_bin059~Pful_metagenome_contig_001174.region001	Pful_metagenome_contig_001174	Pful_metagenome_contig_001174	ranthipeptide	RiPPs		
Pful_bac_bin059~Pful_metagenome_contig_001844.region001	Pful_metagenome_contig_001844	Pful_metagenome_contig_001844	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin060~Pful_metagenome_contig_002963.region001	Pful_metagenome_contig_002963	Pful_metagenome_contig_002963	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin060~Pful_metagenome_contig_003471.region001	Pful_metagenome_contig_003471	Pful_metagenome_contig_003471	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin060~Pful_metagenome_contig_003471.region002	Pful_metagenome_contig_003471	Pful_metagenome_contig_003471	ranthipeptide	RiPPs		
Pful_bac_bin061~Pful_metagenome_contig_021463.region001	Pful_metagenome_contig_021463	Pful_metagenome_contig_021463	NRPS	NRPS		
Pful_bac_bin061~Pful_metagenome_contig_031804.region001	Pful_metagenome_contig_031804	Pful_metagenome_contig_031804	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin061~Pful_metagenome_contig_043446.region001	Pful_metagenome_contig_043446	Pful_metagenome_contig_043446	RiPP-like	RiPPs		
Pful_bac_bin061~Pful_metagenome_contig_051060.region001	Pful_metagenome_contig_051060	Pful_metagenome_contig_051060	RRE-containing.RiPP-like	RiPPs		
Pful_bac_bin061~Pful_metagenome_contig_078459.region001	Pful_metagenome_contig_078459	Pful_metagenome_contig_078459	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin061~Pful_metagenome_contig_108828.region001	Pful_metagenome_contig_108828	Pful_metagenome_contig_108828	RRE-containing	RiPPs		
Pful_bac_bin062~Pful_metagenome_contig_000158.region001	Pful_metagenome_contig_000158	Pful_metagenome_contig_000158	RRE-containing	RiPPs		
Pful_bac_bin062~Pful_metagenome_contig_000158.region002	Pful_metagenome_contig_000158	Pful_metagenome_contig_000158	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin062~Pful_metagenome_contig_000167.region001	Pful_metagenome_contig_000167	Pful_metagenome_contig_000167	ranthipeptide	RiPPs		
Pful_bac_bin062~Pful_metagenome_contig_000167.region002	Pful_metagenome_contig_000167	Pful_metagenome_contig_000167	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_000183.region001	Pful_metagenome_contig_000183	Pful_metagenome_contig_000183	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_000183.region002	Pful_metagenome_contig_000183	Pful_metagenome_contig_000183	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_000183.region003	Pful_metagenome_contig_000183	Pful_metagenome_contig_000183	NRPS-like.NRPS	NRPS		
Pful_bac_bin063~Pful_metagenome_contig_000399.region001	Pful_metagenome_contig_000399	Pful_metagenome_contig_000399	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_001371.region001	Pful_metagenome_contig_001371	Pful_metagenome_contig_001371	ranthipeptide	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_001371.region002	Pful_metagenome_contig_001371	Pful_metagenome_contig_001371	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_001371.region003	Pful_metagenome_contig_001371	Pful_metagenome_contig_001371	NRPS-like	NRPS		
Pful_bac_bin063~Pful_metagenome_contig_002530.region001	Pful_metagenome_contig_002530	Pful_metagenome_contig_002530	RiPP-like	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_002530.region002	Pful_metagenome_contig_002530	Pful_metagenome_contig_002530	prodigiosin	PKSother		
Pful_bac_bin063~Pful_metagenome_contig_006946.region001	Pful_metagenome_contig_006946	Pful_metagenome_contig_006946	NRPS-like	NRPS		
Pful_bac_bin063~Pful_metagenome_contig_007792.region001	Pful_metagenome_contig_007792	Pful_metagenome_contig_007792	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_008389.region001	Pful_metagenome_contig_008389	Pful_metagenome_contig_008389	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin063~Pful_metagenome_contig_010072.region001	Pful_metagenome_contig_010072	Pful_metagenome_contig_010072	NRPS-like	NRPS		
Pful_bac_bin063~Pful_metagenome_contig_026342.region001	Pful_metagenome_contig_026342	Pful_metagenome_contig_026342	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin064~Pful_metagenome_contig_000214.region001	Pful_metagenome_contig_000214	Pful_metagenome_contig_000214	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin064~Pful_metagenome_contig_000214.region002	Pful_metagenome_contig_000214	Pful_metagenome_contig_000214	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin064~Pful_metagenome_contig_001166.region001	Pful_metagenome_contig_001166	Pful_metagenome_contig_001166	ranthipeptide	RiPPs		
Pful_bac_bin065~Pful_metagenome_contig_001443.region001	Pful_metagenome_contig_001443	Pful_metagenome_contig_001443	HR-T2PKS	Others		
Pful_bac_bin065~Pful_metagenome_contig_002578.region001	Pful_metagenome_contig_002578	Pful_metagenome_contig_002578	RiPP-like	RiPPs		
Pful_bac_bin065~Pful_metagenome_contig_006425.region001	Pful_metagenome_contig_006425	Pful_metagenome_contig_006425	sactipeptide	RiPPs		
Pful_bac_bin065~Pful_metagenome_contig_008113.region001	Pful_metagenome_contig_008113	Pful_metagenome_contig_008113	cyclic-lactone-autoinducer.arylpolyene	Others		
Pful_bac_bin065~Pful_metagenome_contig_008351.region001	Pful_metagenome_contig_008351	Pful_metagenome_contig_008351	ranthipeptide	RiPPs		
Pful_bac_bin065~Pful_metagenome_contig_032341.region001	Pful_metagenome_contig_032341	Pful_metagenome_contig_032341	arylpolyene	Others		
Pful_bac_bin067~Pful_metagenome_contig_001901.region001	Pful_metagenome_contig_001901	Pful_metagenome_contig_001901	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin067~Pful_metagenome_contig_037361.region001	Pful_metagenome_contig_037361	Pful_metagenome_contig_037361	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin068~Pful_metagenome_contig_000782.region001	Pful_metagenome_contig_000782	Pful_metagenome_contig_000782	RRE-containing	RiPPs		
Pful_bac_bin068~Pful_metagenome_contig_001368.region001	Pful_metagenome_contig_001368	Pful_metagenome_contig_001368	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin068~Pful_metagenome_contig_001368.region002	Pful_metagenome_contig_001368	Pful_metagenome_contig_001368	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin068~Pful_metagenome_contig_001591.region001	Pful_metagenome_contig_001591	Pful_metagenome_contig_001591	ranthipeptide	RiPPs		
Pful_bac_bin068~Pful_metagenome_contig_007875.region001	Pful_metagenome_contig_007875	Pful_metagenome_contig_007875	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin068~Pful_metagenome_contig_008256.region001	Pful_metagenome_contig_008256	Pful_metagenome_contig_008256	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin069~Pful_metagenome_contig_000127.region001	Pful_metagenome_contig_000127	Pful_metagenome_contig_000127	phosphonate	Others		
Pful_bac_bin069~Pful_metagenome_contig_000127.region002	Pful_metagenome_contig_000127	Pful_metagenome_contig_000127	ranthipeptide	RiPPs		
Pful_bac_bin069~Pful_metagenome_contig_008929.region001	Pful_metagenome_contig_008929	Pful_metagenome_contig_008929	phosphonate	Others		
Pful_bac_bin069~Pful_metagenome_contig_026018.region001	Pful_metagenome_contig_026018	Pful_metagenome_contig_026018	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin070~Pful_metagenome_contig_000731.region001	Pful_metagenome_contig_000731	Pful_metagenome_contig_000731	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin070~Pful_metagenome_contig_007871.region001	Pful_metagenome_contig_007871	Pful_metagenome_contig_007871	ranthipeptide	RiPPs		
Pful_bac_bin070~Pful_metagenome_contig_026199.region001	Pful_metagenome_contig_026199	Pful_metagenome_contig_026199	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin070~Pful_metagenome_contig_046603.region001	Pful_metagenome_contig_046603	Pful_metagenome_contig_046603	NRPS	NRPS		
Pful_bac_bin071~Pful_metagenome_contig_001397.region001	Pful_metagenome_contig_001397	Pful_metagenome_contig_001397	RRE-containing	RiPPs		
Pful_bac_bin071~Pful_metagenome_contig_001397.region002	Pful_metagenome_contig_001397	Pful_metagenome_contig_001397	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin072~Pful_metagenome_contig_001169.region001	Pful_metagenome_contig_001169	Pful_metagenome_contig_001169	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin072~Pful_metagenome_contig_001288.region001	Pful_metagenome_contig_001288	Pful_metagenome_contig_001288	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin072~Pful_metagenome_contig_006178.region001	Pful_metagenome_contig_006178	Pful_metagenome_contig_006178	ranthipeptide	RiPPs		
Pful_bac_bin073~Pful_metagenome_contig_000154.region001	Pful_metagenome_contig_000154	Pful_metagenome_contig_000154	ranthipeptide	RiPPs		
Pful_bac_bin073~Pful_metagenome_contig_000253.region001	Pful_metagenome_contig_000253	Pful_metagenome_contig_000253	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin073~Pful_metagenome_contig_001057.region001	Pful_metagenome_contig_001057	Pful_metagenome_contig_001057	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin074~Pful_metagenome_contig_000006.region001	Pful_metagenome_contig_000006	Pful_metagenome_contig_000006	RiPP-like	RiPPs		
Pful_bac_bin074~Pful_metagenome_contig_000006.region002	Pful_metagenome_contig_000006	Pful_metagenome_contig_000006	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin074~Pful_metagenome_contig_000006.region003	Pful_metagenome_contig_000006	Pful_metagenome_contig_000006	NRPS	NRPS		
Pful_bac_bin074~Pful_metagenome_contig_000006.region004	Pful_metagenome_contig_000006	Pful_metagenome_contig_000006	NRP-metallophore.NRPS	Others		
Pful_bac_bin074~Pful_metagenome_contig_000006.region005	Pful_metagenome_contig_000006	Pful_metagenome_contig_000006	ranthipeptide	RiPPs		
Pful_bac_bin074~Pful_metagenome_contig_000006.region006	Pful_metagenome_contig_000006	Pful_metagenome_contig_000006	lassopeptide	RiPPs		
Pful_bac_bin074~Pful_metagenome_contig_000006.region007	Pful_metagenome_contig_000006	Pful_metagenome_contig_000006	NRPS	NRPS		
Pful_bac_bin074~Pful_metagenome_contig_037292.region001	Pful_metagenome_contig_037292	Pful_metagenome_contig_037292	LAP	RiPPs		
Pful_bac_bin075~Pful_metagenome_contig_005749.region001	Pful_metagenome_contig_005749	Pful_metagenome_contig_005749	ranthipeptide	RiPPs		
Pful_bac_bin076~Pful_metagenome_contig_001520.region001	Pful_metagenome_contig_001520	Pful_metagenome_contig_001520	ranthipeptide	RiPPs		
Pful_bac_bin076~Pful_metagenome_contig_001547.region001	Pful_metagenome_contig_001547	Pful_metagenome_contig_001547	betalactone	Others		
Pful_bac_bin076~Pful_metagenome_contig_003376.region001	Pful_metagenome_contig_003376	Pful_metagenome_contig_003376	RRE-containing	RiPPs		
Pful_bac_bin077~Pful_metagenome_contig_000700.region001	Pful_metagenome_contig_000700	Pful_metagenome_contig_000700	RRE-containing	RiPPs		
Pful_bac_bin077~Pful_metagenome_contig_025236.region001	Pful_metagenome_contig_025236	Pful_metagenome_contig_025236	ranthipeptide	RiPPs		
Pful_bac_bin078~Pful_metagenome_contig_014562.region001	Pful_metagenome_contig_014562	Pful_metagenome_contig_014562	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin079~Pful_metagenome_contig_000130.region001	Pful_metagenome_contig_000130	Pful_metagenome_contig_000130	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin079~Pful_metagenome_contig_000344.region001	Pful_metagenome_contig_000344	Pful_metagenome_contig_000344	lassopeptide	RiPPs		
Pful_bac_bin079~Pful_metagenome_contig_000804.region001	Pful_metagenome_contig_000804	Pful_metagenome_contig_000804	ranthipeptide	RiPPs		
Pful_bac_bin080~Pful_metagenome_contig_007410.region001	Pful_metagenome_contig_007410	Pful_metagenome_contig_007410	RRE-containing	RiPPs		
Pful_bac_bin081~Pful_metagenome_contig_001136.region001	Pful_metagenome_contig_001136	Pful_metagenome_contig_001136	NRPS	NRPS		
Pful_bac_bin082~Pful_metagenome_contig_000017.region001	Pful_metagenome_contig_000017	Pful_metagenome_contig_000017	betalactone	Others		
Pful_bac_bin082~Pful_metagenome_contig_000017.region002	Pful_metagenome_contig_000017	Pful_metagenome_contig_000017	ranthipeptide	RiPPs		
Pful_bac_bin083~Pful_metagenome_contig_000176.region001	Pful_metagenome_contig_000176	Pful_metagenome_contig_000176	RiPP-like	RiPPs		
Pful_bac_bin083~Pful_metagenome_contig_000176.region002	Pful_metagenome_contig_000176	Pful_metagenome_contig_000176	NRPS	NRPS		
Pful_bac_bin083~Pful_metagenome_contig_001096.region001	Pful_metagenome_contig_001096	Pful_metagenome_contig_001096	ranthipeptide	RiPPs		
Pful_bac_bin084~Pful_metagenome_contig_046045.region001	Pful_metagenome_contig_046045	Pful_metagenome_contig_046045	NRPS	NRPS		
Pful_bac_bin084~Pful_metagenome_contig_048444.region001	Pful_metagenome_contig_048444	Pful_metagenome_contig_048444	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin084~Pful_metagenome_contig_060341.region001	Pful_metagenome_contig_060341	Pful_metagenome_contig_060341	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin085~Pful_metagenome_contig_000103.region001	Pful_metagenome_contig_000103	Pful_metagenome_contig_000103	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin085~Pful_metagenome_contig_000103.region002	Pful_metagenome_contig_000103	Pful_metagenome_contig_000103	ranthipeptide	RiPPs		
Pful_bac_bin085~Pful_metagenome_contig_001073.region001	Pful_metagenome_contig_001073	Pful_metagenome_contig_001073	NRPS-like.NRPS	NRPS		
Pful_bac_bin086~Pful_metagenome_contig_001000.region001	Pful_metagenome_contig_001000	Pful_metagenome_contig_001000	ranthipeptide	RiPPs		
Pful_bac_bin086~Pful_metagenome_contig_001335.region001	Pful_metagenome_contig_001335	Pful_metagenome_contig_001335	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin087~Pful_metagenome_contig_110837.region001	Pful_metagenome_contig_110837	Pful_metagenome_contig_110837	ranthipeptide	RiPPs		
Pful_bac_bin088~Pful_metagenome_contig_008850.region001	Pful_metagenome_contig_008850	Pful_metagenome_contig_008850	ranthipeptide	RiPPs		
Pful_bac_bin089~Pful_metagenome_contig_005711.region001	Pful_metagenome_contig_005711	Pful_metagenome_contig_005711	betalactone	Others		
Pful_bac_bin089~Pful_metagenome_contig_006303.region001	Pful_metagenome_contig_006303	Pful_metagenome_contig_006303	ranthipeptide	RiPPs		
Pful_bac_bin090~Pful_metagenome_contig_000315.region001	Pful_metagenome_contig_000315	Pful_metagenome_contig_000315	NRPS	NRPS		
Pful_bac_bin090~Pful_metagenome_contig_002661.region001	Pful_metagenome_contig_002661	Pful_metagenome_contig_002661	RRE-containing	RiPPs		
Pful_bac_bin092~Pful_metagenome_contig_001359.region001	Pful_metagenome_contig_001359	Pful_metagenome_contig_001359	ranthipeptide	RiPPs		
Pful_bac_bin094~Pful_metagenome_contig_130526.region001	Pful_metagenome_contig_130526	Pful_metagenome_contig_130526	HR-T2PKS	Others		
Pful_bac_bin095~Pful_metagenome_contig_000083.region001	Pful_metagenome_contig_000083	Pful_metagenome_contig_000083	ranthipeptide	RiPPs		
Pful_bac_bin095~Pful_metagenome_contig_000083.region002	Pful_metagenome_contig_000083	Pful_metagenome_contig_000083	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin095~Pful_metagenome_contig_000083.region003	Pful_metagenome_contig_000083	Pful_metagenome_contig_000083	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin096~Pful_metagenome_contig_004655.region001	Pful_metagenome_contig_004655	Pful_metagenome_contig_004655	ranthipeptide	RiPPs		
Pful_bac_bin096~Pful_metagenome_contig_022682.region001	Pful_metagenome_contig_022682	Pful_metagenome_contig_022682	phenazine	Others		
Pful_bac_bin097~Pful_metagenome_contig_003917.region001	Pful_metagenome_contig_003917	Pful_metagenome_contig_003917	RRE-containing	RiPPs		
Pful_bac_bin097~Pful_metagenome_contig_004189.region001	Pful_metagenome_contig_004189	Pful_metagenome_contig_004189	RiPP-like	RiPPs		
Pful_bac_bin098~Pful_metagenome_contig_010389.region001	Pful_metagenome_contig_010389	Pful_metagenome_contig_010389	ranthipeptide	RiPPs		
Pful_bac_bin098~Pful_metagenome_contig_015862.region001	Pful_metagenome_contig_015862	Pful_metagenome_contig_015862	RiPP-like	RiPPs		
Pful_bac_bin099~Pful_metagenome_contig_018835.region001	Pful_metagenome_contig_018835	Pful_metagenome_contig_018835	RiPP-like	RiPPs		
Pful_bac_bin100~Pful_metagenome_contig_034796.region001	Pful_metagenome_contig_034796	Pful_metagenome_contig_034796	RiPP-like	RiPPs		
Pful_bac_bin100~Pful_metagenome_contig_048668.region001	Pful_metagenome_contig_048668	Pful_metagenome_contig_048668	ranthipeptide	RiPPs		
Pful_bac_bin101~Pful_metagenome_contig_002057.region001	Pful_metagenome_contig_002057	Pful_metagenome_contig_002057	ranthipeptide	RiPPs		
Pful_bac_bin102~Pful_metagenome_contig_006148.region001	Pful_metagenome_contig_006148	Pful_metagenome_contig_006148	RiPP-like	RiPPs		
Pful_bac_bin102~Pful_metagenome_contig_010864.region001	Pful_metagenome_contig_010864	Pful_metagenome_contig_010864	ranthipeptide	RiPPs		
Pful_bac_bin103~Pful_metagenome_contig_000234.region001	Pful_metagenome_contig_000234	Pful_metagenome_contig_000234	lassopeptide	RiPPs		
Pful_bac_bin103~Pful_metagenome_contig_000477.region001	Pful_metagenome_contig_000477	Pful_metagenome_contig_000477	RiPP-like	RiPPs		
Pful_bac_bin103~Pful_metagenome_contig_000477.region002	Pful_metagenome_contig_000477	Pful_metagenome_contig_000477	RRE-containing	RiPPs		
Pful_bac_bin103~Pful_metagenome_contig_009962.region001	Pful_metagenome_contig_009962	Pful_metagenome_contig_009962	lassopeptide	RiPPs		
Pful_bac_bin104~Pful_metagenome_contig_067180.region001	Pful_metagenome_contig_067180	Pful_metagenome_contig_067180	RRE-containing	RiPPs		
Pful_bac_bin104~Pful_metagenome_contig_070250.region001	Pful_metagenome_contig_070250	Pful_metagenome_contig_070250	ranthipeptide	RiPPs		
Pful_bac_bin104~Pful_metagenome_contig_073580.region001	Pful_metagenome_contig_073580	Pful_metagenome_contig_073580	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin105~Pful_metagenome_contig_037958.region001	Pful_metagenome_contig_037958	Pful_metagenome_contig_037958	lanthipeptide-class-ii	RiPPs		
Pful_bac_bin105~Pful_metagenome_contig_043725.region001	Pful_metagenome_contig_043725	Pful_metagenome_contig_043725	NRPS	NRPS		
Pful_bac_bin105~Pful_metagenome_contig_054529.region001	Pful_metagenome_contig_054529	Pful_metagenome_contig_054529	NRPS	NRPS		
Pful_bac_bin105~Pful_metagenome_contig_079762.region001	Pful_metagenome_contig_079762	Pful_metagenome_contig_079762	NRPS	NRPS		
Pful_bac_bin106~Pful_metagenome_contig_001712.region001	Pful_metagenome_contig_001712	Pful_metagenome_contig_001712	RRE-containing	RiPPs		
Pful_bac_bin106~Pful_metagenome_contig_012407.region001	Pful_metagenome_contig_012407	Pful_metagenome_contig_012407	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin106~Pful_metagenome_contig_013135.region001	Pful_metagenome_contig_013135	Pful_metagenome_contig_013135	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin107~Pful_metagenome_contig_034507.region001	Pful_metagenome_contig_034507	Pful_metagenome_contig_034507	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin107~Pful_metagenome_contig_049801.region001	Pful_metagenome_contig_049801	Pful_metagenome_contig_049801	NRPS-like	NRPS		
Pful_bac_bin107~Pful_metagenome_contig_065609.region001	Pful_metagenome_contig_065609	Pful_metagenome_contig_065609	NRPS-like	NRPS		
Pful_bac_bin107~Pful_metagenome_contig_150656.region001	Pful_metagenome_contig_150656	Pful_metagenome_contig_150656	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin108~Pful_metagenome_contig_035029.region001	Pful_metagenome_contig_035029	Pful_metagenome_contig_035029	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin108~Pful_metagenome_contig_040323.region001	Pful_metagenome_contig_040323	Pful_metagenome_contig_040323	RRE-containing	RiPPs		
Pful_bac_bin108~Pful_metagenome_contig_058684.region001	Pful_metagenome_contig_058684	Pful_metagenome_contig_058684	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin108~Pful_metagenome_contig_170885.region001	Pful_metagenome_contig_170885	Pful_metagenome_contig_170885	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin109~Pful_metagenome_contig_054897.region001	Pful_metagenome_contig_054897	Pful_metagenome_contig_054897	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin110~Pful_metagenome_contig_010040.region001	Pful_metagenome_contig_010040	Pful_metagenome_contig_010040	lassopeptide	RiPPs		
Pful_bac_bin111~Pful_metagenome_contig_013459.region001	Pful_metagenome_contig_013459	Pful_metagenome_contig_013459	lassopeptide	RiPPs		
Pful_bac_bin113~Pful_metagenome_contig_007447.region001	Pful_metagenome_contig_007447	Pful_metagenome_contig_007447	RiPP-like	RiPPs		
Pful_bac_bin113~Pful_metagenome_contig_010902.region001	Pful_metagenome_contig_010902	Pful_metagenome_contig_010902	T1PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids		
Pful_bac_bin113~Pful_metagenome_contig_012005.region001	Pful_metagenome_contig_012005	Pful_metagenome_contig_012005	NRPS-like	NRPS		
Pful_bac_bin113~Pful_metagenome_contig_015324.region001	Pful_metagenome_contig_015324	Pful_metagenome_contig_015324	T1PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids		
Pful_bac_bin113~Pful_metagenome_contig_021194.region001	Pful_metagenome_contig_021194	Pful_metagenome_contig_021194	lassopeptide	RiPPs		
Pful_bac_bin113~Pful_metagenome_contig_021362.region001	Pful_metagenome_contig_021362	Pful_metagenome_contig_021362	ranthipeptide	RiPPs		
Pful_bac_bin113~Pful_metagenome_contig_076585.region001	Pful_metagenome_contig_076585	Pful_metagenome_contig_076585	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin114~Pful_metagenome_contig_032169.region001	Pful_metagenome_contig_032169	Pful_metagenome_contig_032169	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin114~Pful_metagenome_contig_036840.region001	Pful_metagenome_contig_036840	Pful_metagenome_contig_036840	hglE-KS.PUFA	Others		
Pful_bac_bin114~Pful_metagenome_contig_084669.region001	Pful_metagenome_contig_084669	Pful_metagenome_contig_084669	RRE-containing	RiPPs		
Pful_bac_bin115~Pful_metagenome_contig_022468.region001	Pful_metagenome_contig_022468	Pful_metagenome_contig_022468	lassopeptide	RiPPs		
Pful_bac_bin117~Pful_metagenome_contig_058006.region001	Pful_metagenome_contig_058006	Pful_metagenome_contig_058006	NRPS	NRPS		
Pful_bac_bin117~Pful_metagenome_contig_066216.region001	Pful_metagenome_contig_066216	Pful_metagenome_contig_066216	NRPS	NRPS		
Pful_bac_bin118~Pful_metagenome_contig_002598.region001	Pful_metagenome_contig_002598	Pful_metagenome_contig_002598	cyclic-lactone-autoinducer.RiPP-like	RiPPs		
Pful_bac_bin118~Pful_metagenome_contig_003656.region001	Pful_metagenome_contig_003656	Pful_metagenome_contig_003656	RRE-containing	RiPPs		
Pful_bac_bin118~Pful_metagenome_contig_005857.region001	Pful_metagenome_contig_005857	Pful_metagenome_contig_005857	ranthipeptide	RiPPs		
Pful_bac_bin118~Pful_metagenome_contig_011048.region001	Pful_metagenome_contig_011048	Pful_metagenome_contig_011048	hglE-KS.PUFA	Others		
Pful_bac_bin118~Pful_metagenome_contig_015224.region001	Pful_metagenome_contig_015224	Pful_metagenome_contig_015224	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin118~Pful_metagenome_contig_046177.region001	Pful_metagenome_contig_046177	Pful_metagenome_contig_046177	NRPS-like	NRPS		
Pful_bac_bin118~Pful_metagenome_contig_047294.region001	Pful_metagenome_contig_047294	Pful_metagenome_contig_047294	lanthipeptide-class-ii	RiPPs		
Pful_bac_bin118~Pful_metagenome_contig_067520.region001	Pful_metagenome_contig_067520	Pful_metagenome_contig_067520	cyclic-lactone-autoinducer	RiPPs		
