Genome	Aliphatic_amine	npAA	Aromatic	SCFA	SCFA-other	Other	E-MGC	Putative
Pame_bac_bin141	1	0	1	1	0	0	0	1
Pame_bac_bin083	0	0	1	4	0	0	0	4
Pful_bac_bin157	1	0	0	2	0	0	0	1
Pful_bac_bin303	0	0	0	1	0	1	0	3
Pful_bac_bin003	0	0	0	3	0	0	5	5
Pame_bac_bin033	0	0	0	0	0	1	0	3
Esin_bac_bin375	0	0	0	1	0	0	2	3
Pful_bac_bin271	0	0	0	4	0	0	0	0
Bger_bac_bin015	0	0	0	4	0	1	1	4
Pful_bac_bin044	0	0	0	1	0	0	1	6
Pame_bac_bin122	0	0	0	0	0	1	0	1
Pful_bac_bin177	0	0	0	0	0	0	0	0
Bger_bac_bin008	0	0	0	0	0	0	0	0
Pful_bac_bin295	0	0	0	4	0	0	1	1
Pful_bac_bin154	0	0	0	1	0	1	0	1
Pame_bac_bin349	0	0	0	1	0	0	0	2
Pful_bac_bin441	0	0	0	0	0	0	0	0
Pame_bac_bin022	0	0	0	0	0	1	0	0
Esin_bac_bin078	0	0	0	0	0	0	1	0
Esin_bac_bin063	0	0	0	0	0	0	0	0
Pful_bac_bin215	0	0	0	2	0	0	1	3
Pful_bac_bin481	0	0	0	0	0	0	0	1
Pful_bac_bin211	0	0	0	4	0	1	2	2
Bger_bac_bin057	0	0	0	4	0	0	2	3
Pful_bac_bin449	0	0	1	1	0	0	0	4
Pame_bac_bin326	0	0	0	0	0	0	1	1
Esin_bac_bin053	0	0	0	2	0	1	1	4
Pame_bac_bin173	0	0	0	2	0	0	1	2
Esin_bac_bin419	0	0	0	1	0	1	0	1
Esin_bac_bin199	0	0	1	0	0	0	0	1
Pful_bac_bin368	0	0	0	1	0	0	2	2
Pful_bac_bin253	0	0	0	1	0	0	0	0
