file                format  type  num_seqs    sum_len    min_len      avg_len    max_len
Pame_bac_bin261.fa  FASTA   DNA         57  1,997,162      2,008     35,037.9    216,026
Pame_bac_bin262.fa  FASTA   DNA          3  2,323,424    215,613    774,474.7  1,154,811
Pame_bac_bin263.fa  FASTA   DNA         45  1,796,017      6,669     39,911.5    134,887
Pame_bac_bin264.fa  FASTA   DNA         37  1,690,331      2,213     45,684.6    164,972
Pame_bac_bin265.fa  FASTA   DNA         25  1,382,963      2,327     55,318.5    151,744
Pame_bac_bin266.fa  FASTA   DNA        120  1,900,957      2,049     15,841.3    122,798
Pame_bac_bin267.fa  FASTA   DNA          3  3,729,231    338,245    1,243,077  2,363,869
Pame_bac_bin268.fa  FASTA   DNA          5  2,243,167     22,638    448,633.4    860,257
Pame_bac_bin269.fa  FASTA   DNA         28  1,665,677     15,319     59,488.5    179,069
Pame_bac_bin270.fa  FASTA   DNA          6    993,511     29,411    165,585.2    408,718
Pame_bac_bin271.fa  FASTA   DNA         38  3,340,024     11,352     87,895.4    271,256
Pame_bac_bin272.fa  FASTA   DNA          8  3,417,243    117,387    427,155.4    769,479
Pame_bac_bin273.fa  FASTA   DNA         34  2,781,513      7,182     81,809.2    316,562
Pame_bac_bin274.fa  FASTA   DNA         52  2,461,443      2,025     47,335.4    208,752
Pame_bac_bin275.fa  FASTA   DNA         40  2,735,000      9,527       68,375    273,003
Pame_bac_bin276.fa  FASTA   DNA         12  5,108,813     78,164    425,734.4  1,278,831
Pame_bac_bin277.fa  FASTA   DNA         16  3,626,943      5,576    226,683.9    860,827
Pame_bac_bin278.fa  FASTA   DNA         48  2,507,939      2,068     52,248.7    358,759
Pame_bac_bin279.fa  FASTA   DNA          9  2,034,243     22,868      226,027    463,813
Pame_bac_bin280.fa  FASTA   DNA         35  2,155,427      4,914     61,583.6    195,112
Pame_bac_bin281.fa  FASTA   DNA         42  2,263,469      2,028     53,892.1    425,520
Pame_bac_bin282.fa  FASTA   DNA         25  3,017,794     13,897    120,711.8    494,099
Pame_bac_bin283.fa  FASTA   DNA         35  3,768,471      9,648    107,670.6    405,972
Pame_bac_bin284.fa  FASTA   DNA         23  2,807,936      2,855    122,084.2    323,397
Pame_bac_bin285.fa  FASTA   DNA         69  3,012,655      2,008     43,661.7    211,780
Pame_bac_bin286.fa  FASTA   DNA         54  2,862,315      4,173     53,005.8    261,803
Pame_bac_bin287.fa  FASTA   DNA        103  3,482,245      3,834     33,808.2    225,101
Pame_bac_bin288.fa  FASTA   DNA         44  2,363,413      6,814     53,713.9    169,600
Pame_bac_bin289.fa  FASTA   DNA         36  2,300,666      9,614     63,907.4    191,530
Pame_bac_bin290.fa  FASTA   DNA         33  4,206,791     40,313    127,478.5  1,235,022
Pame_bac_bin291.fa  FASTA   DNA         14  2,224,407     17,734    158,886.2    421,301
Pame_bac_bin292.fa  FASTA   DNA         65  3,664,194      2,271     56,372.2    307,509
Pame_bac_bin293.fa  FASTA   DNA          6  6,839,089     25,805  1,139,848.2  2,564,148
Pame_bac_bin294.fa  FASTA   DNA         29  5,597,461      6,970    193,015.9    859,979
Pame_bac_bin295.fa  FASTA   DNA         27  3,895,170      2,186    144,265.6    966,863
Pame_bac_bin296.fa  FASTA   DNA         25  2,980,612      5,127    119,224.5    470,934
Pame_bac_bin297.fa  FASTA   DNA         42  1,776,980      2,146       42,309    155,010
Pame_bac_bin298.fa  FASTA   DNA          6  3,121,510     46,738    520,251.7  1,334,009
Pame_bac_bin299.fa  FASTA   DNA         68  2,792,272      2,628     41,062.8    165,005
Pame_bac_bin300.fa  FASTA   DNA         19  2,188,676      3,224    115,193.5    388,998
Pame_bac_bin301.fa  FASTA   DNA         14  1,896,477     12,512    135,462.6    514,614
Pame_bac_bin302.fa  FASTA   DNA         20  2,032,266      3,234    101,613.3    494,033
Pame_bac_bin303.fa  FASTA   DNA         34  1,893,666      2,065     55,696.1    316,011
Pame_bac_bin304.fa  FASTA   DNA         14  1,943,392     10,680    138,813.7    497,034
Pame_bac_bin305.fa  FASTA   DNA        224  1,789,864      2,004      7,990.5    173,363
Pame_bac_bin306.fa  FASTA   DNA         39  2,368,812      2,213     60,738.8    269,086
Pame_bac_bin307.fa  FASTA   DNA          7  2,977,409      2,134    425,344.1  2,066,446
Pame_bac_bin308.fa  FASTA   DNA         24  2,000,765      7,147     83,365.2    386,391
Pame_bac_bin309.fa  FASTA   DNA         10  4,058,598      3,015    405,859.8  1,859,571
Pame_bac_bin310.fa  FASTA   DNA         41  1,648,399      2,272     40,204.9    191,454
Pame_bac_bin311.fa  FASTA   DNA         31  2,179,419      3,443     70,303.8    261,017
Pame_bac_bin312.fa  FASTA   DNA         16  2,128,078     13,828    133,004.9    374,529
Pame_bac_bin313.fa  FASTA   DNA         17  2,776,186      8,411    163,305.1    585,900
Pame_bac_bin314.fa  FASTA   DNA         48  2,323,286      8,969     48,401.8    317,015
Pame_bac_bin315.fa  FASTA   DNA         37  1,402,190      2,820       37,897    122,877
Pame_bac_bin316.fa  FASTA   DNA         17  1,190,708     17,176     70,041.6    234,213
Pame_bac_bin317.fa  FASTA   DNA        102  1,850,865      2,012     18,145.7    195,598
Pame_bac_bin318.fa  FASTA   DNA         31  1,693,042      5,530     54,614.3    245,238
Pame_bac_bin319.fa  FASTA   DNA         34  1,712,704      8,727     50,373.6    133,624
Pame_bac_bin320.fa  FASTA   DNA         54  3,636,655      2,089     67,345.5    604,556
Pame_bac_bin321.fa  FASTA   DNA         67  2,714,747      5,013     40,518.6    225,577
Pame_bac_bin322.fa  FASTA   DNA         50  2,524,735      2,551     50,494.7    238,230
Pame_bac_bin323.fa  FASTA   DNA         20  2,068,193     10,315    103,409.7    324,311
Pame_bac_bin324.fa  FASTA   DNA          2  1,895,659    663,334    947,829.5  1,232,325
Pame_bac_bin325.fa  FASTA   DNA         28  1,326,311      2,162     47,368.3    187,910
Pame_bac_bin326.fa  FASTA   DNA         24    920,643      6,057     38,360.1    126,537
Pame_bac_bin327.fa  FASTA   DNA         13  3,133,173     13,672    241,013.3    902,621
Pame_bac_bin328.fa  FASTA   DNA         23  3,151,168     19,627    137,007.3    578,558
Pame_bac_bin329.fa  FASTA   DNA         29  1,654,809      3,470     57,062.4    175,009
Pame_bac_bin330.fa  FASTA   DNA         72  2,510,952      2,059     34,874.3    281,072
Pame_bac_bin331.fa  FASTA   DNA         60  2,533,279      2,523     42,221.3    187,725
Pame_bac_bin332.fa  FASTA   DNA         59  1,759,638      2,543     29,824.4    132,787
Pame_bac_bin333.fa  FASTA   DNA        107  1,539,826      2,011     14,390.9    218,111
Pame_bac_bin334.fa  FASTA   DNA         55  3,563,321      3,000     64,787.7    216,517
Pame_bac_bin335.fa  FASTA   DNA         28  2,778,548      6,640     99,233.9    371,176
Pame_bac_bin336.fa  FASTA   DNA         89  2,856,858      4,329     32,099.5    130,106
Pame_bac_bin337.fa  FASTA   DNA          7  3,376,304      2,018    482,329.1  1,166,939
Pame_bac_bin338.fa  FASTA   DNA         23  3,414,752      2,061    148,467.5    568,013
Pame_bac_bin339.fa  FASTA   DNA          6  3,189,569     28,003    531,594.8  1,124,848
Pame_bac_bin340.fa  FASTA   DNA         27  2,493,721      3,753       92,360    341,780
Pame_bac_bin341.fa  FASTA   DNA         18  2,804,165      9,547    155,786.9    532,833
Pame_bac_bin342.fa  FASTA   DNA         79  3,038,593      5,899     38,463.2    114,739
Pame_bac_bin343.fa  FASTA   DNA         90  2,410,106      4,657       26,779     92,693
Pame_bac_bin344.fa  FASTA   DNA          8  1,854,867    128,203    231,858.4    560,038
Pame_bac_bin345.fa  FASTA   DNA         39  1,861,915      2,589     47,741.4    220,471
Pame_bac_bin346.fa  FASTA   DNA        260  2,413,801      2,002      9,283.9    150,719
Pame_bac_bin347.fa  FASTA   DNA         85  2,057,715      2,013     24,208.4    127,517
Pame_bac_bin348.fa  FASTA   DNA        104  2,869,989      2,005       27,596    204,867
Pame_bac_bin349.fa  FASTA   DNA         34  2,108,776      2,008     62,022.8    411,625
Pame_bac_bin350.fa  FASTA   DNA          9  3,867,829     28,202    429,758.8    888,781
Pame_bac_bin351.fa  FASTA   DNA         63  3,462,006      2,000     54,952.5    257,330
Pame_bac_bin352.fa  FASTA   DNA         47  3,086,618      6,430     65,672.7    217,072
Pame_bac_bin353.fa  FASTA   DNA         34  1,487,254      2,723     43,742.8    144,731
Pame_bac_bin354.fa  FASTA   DNA         41  1,572,717      2,464       38,359    299,352
Pame_bac_bin355.fa  FASTA   DNA          6  1,142,165      4,197    190,360.8    548,569
Pame_bac_bin356.fa  FASTA   DNA         64  2,554,987      2,023     39,921.7    386,531
Pame_bac_bin357.fa  FASTA   DNA         30  1,932,609      3,652     64,420.3    419,107
Pame_bac_bin358.fa  FASTA   DNA          9  1,063,471     34,155    118,163.4    356,303
Pame_bac_bin359.fa  FASTA   DNA         49  3,208,663      2,065     65,482.9    534,248
Pame_bac_bin360.fa  FASTA   DNA        435  2,201,491      2,021      5,060.9     39,231
Pame_bac_bin361.fa  FASTA   DNA         28  1,491,540      7,869     53,269.3    188,383
Pame_bac_bin362.fa  FASTA   DNA        332  1,511,538      2,006      4,552.8     75,438
Pame_bac_bin363.fa  FASTA   DNA         29  1,287,361      4,465     44,391.8    150,107
Pame_bac_bin364.fa  FASTA   DNA         13  3,526,507      2,199    271,269.8    693,204
Pame_bac_bin365.fa  FASTA   DNA        350  2,022,178      2,004      5,777.7    106,284
Pame_bac_bin366.fa  FASTA   DNA        445  1,686,373      2,004      3,789.6     24,011
Pame_bac_bin367.fa  FASTA   DNA        155    941,504      2,125      6,074.2     21,713
Pame_bac_bin368.fa  FASTA   DNA          1  1,017,888  1,017,888    1,017,888  1,017,888
Pame_bac_bin369.fa  FASTA   DNA        115    895,522      2,550      7,787.1     30,400
Pame_bac_bin370.fa  FASTA   DNA        106    533,230      2,013      5,030.5     24,134
Pame_bac_bin371.fa  FASTA   DNA         12    729,479      2,688     60,789.9    141,902
Pame_bac_bin372.fa  FASTA   DNA         11    591,019      5,280       53,729    161,538
Pame_bac_bin373.fa  FASTA   DNA        421  2,455,766      2,001      5,833.2     96,945
Pame_bac_bin374.fa  FASTA   DNA        569  3,540,798      2,002      6,222.8    107,943
Pame_bac_bin375.fa  FASTA   DNA        244  2,931,656      2,001       12,015    261,290
Pame_bac_bin376.fa  FASTA   DNA          8  4,199,507     24,776    524,938.4  1,218,596
Pame_bac_bin377.fa  FASTA   DNA         17  4,448,963     11,703    261,703.7  1,527,627
Pame_bac_bin378.fa  FASTA   DNA        144  4,832,753      2,678     33,560.8    208,360
Pame_bac_bin379.fa  FASTA   DNA        117  3,383,348      2,002     28,917.5    154,581
Pame_bac_bin380.fa  FASTA   DNA         80  4,511,784     13,345     56,397.3    280,577
Pame_bac_bin381.fa  FASTA   DNA        134  3,754,141      3,046       28,016    108,548
Pame_bac_bin382.fa  FASTA   DNA         13    816,522      3,843     62,809.4    166,205
Pame_bac_bin383.fa  FASTA   DNA         11    601,145      2,605     54,649.5    264,753
Pame_bac_bin384.fa  FASTA   DNA          1  1,089,248  1,089,248    1,089,248  1,089,248
Pame_bac_bin385.fa  FASTA   DNA         27    668,335      4,379     24,753.1    112,632
Pame_bac_bin386.fa  FASTA   DNA         18    968,613      5,849     53,811.8    216,193
Pame_bac_bin387.fa  FASTA   DNA         13    849,167      2,146     65,320.5    196,588
Pame_bac_bin388.fa  FASTA   DNA        347  1,808,597      2,008      5,212.1     26,176
Pame_bac_bin389.fa  FASTA   DNA        153  1,834,032      2,533     11,987.1    100,303
Pame_bac_bin390.fa  FASTA   DNA        174  2,354,672      2,529     13,532.6     78,267
Pame_bac_bin391.fa  FASTA   DNA         10  1,632,689     19,025    163,268.9    531,946
Pame_bac_bin392.fa  FASTA   DNA          6  2,379,120    114,520      396,520    662,156
Pame_bac_bin393.fa  FASTA   DNA        153  2,516,281      2,003     16,446.3    338,994
Pame_bac_bin394.fa  FASTA   DNA         26  5,186,271      3,510      199,472    986,505
Pame_bac_bin395.fa  FASTA   DNA          9  1,909,005     25,584    212,111.7    655,515
Pame_bac_bin396.fa  FASTA   DNA          4  3,670,942    194,350    917,735.5  1,813,145
Pame_bac_bin397.fa  FASTA   DNA          5  6,367,992      6,556  1,273,598.4  4,138,241
Pame_bac_bin398.fa  FASTA   DNA         11  6,868,700     34,299    624,427.3  2,728,051
Pame_bac_bin399.fa  FASTA   DNA         29  3,657,647      2,378    126,125.8    885,287
Pame_bac_bin400.fa  FASTA   DNA         11  1,452,179      2,580    132,016.3  1,063,505
Pame_bac_bin401.fa  FASTA   DNA         72  2,447,050      2,024     33,986.8    294,081
Pame_bac_bin402.fa  FASTA   DNA        141  1,501,021      2,104     10,645.5     61,271
Pame_bac_bin403.fa  FASTA   DNA        700  3,304,250      2,016      4,720.4     47,701
Pame_bac_bin404.fa  FASTA   DNA        342  1,945,405      2,002      5,688.3     31,451
Pame_bac_bin405.fa  FASTA   DNA        217  1,538,696      2,501      7,090.8     80,955
Pame_bac_bin406.fa  FASTA   DNA        265  1,117,037      2,007      4,215.2     36,154
Pame_bac_bin407.fa  FASTA   DNA        161  2,181,542      2,018       13,550     79,093
Pame_bac_bin408.fa  FASTA   DNA         74  1,782,031      2,013     24,081.5    281,015
Pame_bac_bin409.fa  FASTA   DNA        216  2,957,441      2,007     13,691.9    184,342
Pame_bac_bin410.fa  FASTA   DNA         29  1,790,636      3,570     61,746.1    186,398
Pame_bac_bin411.fa  FASTA   DNA         31  1,727,866      6,983     55,737.6    202,425
Pame_bac_bin412.fa  FASTA   DNA         45  2,633,943      4,297     58,532.1    327,596
Pame_bac_bin413.fa  FASTA   DNA         70  2,407,910      2,002     34,398.7    233,795
Pame_bac_bin414.fa  FASTA   DNA        192  1,738,844      2,524      9,056.5    138,212
Pame_bac_bin415.fa  FASTA   DNA         25  2,091,455     12,210     83,658.2    239,202
Pame_bac_bin416.fa  FASTA   DNA         14  3,285,637      2,967    234,688.4  1,677,513
Pful_bac_bin001.fa  FASTA   DNA          9  2,089,365      2,342    232,151.7  2,049,854
Pful_bac_bin002.fa  FASTA   DNA        207  2,091,568      2,003     10,104.2    123,145
Pful_bac_bin003.fa  FASTA   DNA        304  2,931,526      2,004      9,643.2    226,681
Pful_bac_bin004.fa  FASTA   DNA        195  2,222,643      2,016     11,398.2    145,915
Pful_bac_bin005.fa  FASTA   DNA         12  1,874,355      6,519    156,196.3    820,128
Pful_bac_bin006.fa  FASTA   DNA         22  2,433,470      3,173    110,612.3    605,908
Pful_bac_bin007.fa  FASTA   DNA         14  1,384,621     19,197     98,901.5    506,170
Pful_bac_bin008.fa  FASTA   DNA        348  2,669,961      2,001      7,672.3    182,335
Pful_bac_bin009.fa  FASTA   DNA         37  1,826,269      2,399     49,358.6    164,904
Pful_bac_bin010.fa  FASTA   DNA         46  2,428,502      4,948     52,793.5    159,610
Pful_bac_bin011.fa  FASTA   DNA         17  2,356,545     25,797    138,620.3    649,509
Pful_bac_bin012.fa  FASTA   DNA          6  2,448,247      2,248    408,041.2  1,508,263
Pful_bac_bin013.fa  FASTA   DNA          8  3,502,225     53,567    437,778.1    790,090
Pful_bac_bin014.fa  FASTA   DNA         22  4,869,217      2,120      221,328  1,045,009
Pful_bac_bin015.fa  FASTA   DNA          8  3,970,304     43,611      496,288  1,880,712
Pful_bac_bin016.fa  FASTA   DNA          3  3,064,278    344,289    1,021,426  1,984,705
Pful_bac_bin017.fa  FASTA   DNA         46  3,751,827      2,294     81,561.5  1,010,927
Pful_bac_bin018.fa  FASTA   DNA         51  2,526,244      3,255     49,534.2    147,492
Pful_bac_bin019.fa  FASTA   DNA         43  1,527,551      2,097     35,524.4    164,475
Pful_bac_bin020.fa  FASTA   DNA         47  2,995,093      2,156     63,725.4    200,458
Pful_bac_bin021.fa  FASTA   DNA         12  1,585,306      2,000    132,108.8    322,288
Pful_bac_bin022.fa  FASTA   DNA        172  2,447,648      2,010     14,230.5    184,891
Pful_bac_bin023.fa  FASTA   DNA        222  3,258,682      2,006     14,678.7    396,000
Pful_bac_bin024.fa  FASTA   DNA         17  2,755,021      2,176    162,060.1    977,664
Pful_bac_bin025.fa  FASTA   DNA        106  2,173,946      2,016     20,508.9    120,904
Pful_bac_bin026.fa  FASTA   DNA         15  3,073,491     15,596    204,899.4    771,141
Pful_bac_bin027.fa  FASTA   DNA          1  2,014,920  2,014,920    2,014,920  2,014,920
Pful_bac_bin028.fa  FASTA   DNA         17  2,032,662      2,096    119,568.4    428,365
Pful_bac_bin029.fa  FASTA   DNA         66  2,201,988      2,003     33,363.5    273,619
Pful_bac_bin030.fa  FASTA   DNA        334  1,485,349      2,003      4,447.2     48,382
Pful_bac_bin031.fa  FASTA   DNA         23  2,845,022      6,459    123,696.6    841,147
Pful_bac_bin032.fa  FASTA   DNA         66  1,759,036      2,015     26,652.1    169,190
Pful_bac_bin033.fa  FASTA   DNA        116  2,173,287      2,565     18,735.2    186,678
Pful_bac_bin034.fa  FASTA   DNA         51  3,653,553      2,571     71,638.3    392,514
Pful_bac_bin035.fa  FASTA   DNA         35  3,153,050      2,826     90,087.1  1,927,391
Pful_bac_bin036.fa  FASTA   DNA         55  1,547,034      2,103     28,127.9    123,809
Pful_bac_bin037.fa  FASTA   DNA         51  1,916,677      2,899     37,581.9    209,182
Pful_bac_bin038.fa  FASTA   DNA         15  2,140,318      2,449    142,687.9  1,558,321
Pful_bac_bin039.fa  FASTA   DNA         51  1,360,528      2,766       26,677     78,167
Pful_bac_bin040.fa  FASTA   DNA         39  1,901,698      4,909     48,761.5    240,627
Pful_bac_bin041.fa  FASTA   DNA         27  2,617,989     13,604     96,962.6    320,860
Pful_bac_bin042.fa  FASTA   DNA         18  5,199,688     12,930    288,871.6  1,180,349
Pful_bac_bin043.fa  FASTA   DNA         38  1,448,544      2,148     38,119.6    153,342
Pful_bac_bin044.fa  FASTA   DNA        120  3,076,537      2,008     25,637.8    170,400
Pful_bac_bin045.fa  FASTA   DNA         31  2,035,431      4,619     65,659.1    420,489
Pful_bac_bin046.fa  FASTA   DNA         27  2,843,424      2,421      105,312    486,386
Pful_bac_bin047.fa  FASTA   DNA        266  2,577,092      2,001      9,688.3    199,527
Pful_bac_bin048.fa  FASTA   DNA          6  2,557,903     43,116    426,317.2  1,221,704
Pful_bac_bin049.fa  FASTA   DNA         16  3,211,673      2,047    200,729.6  1,197,766
Pful_bac_bin050.fa  FASTA   DNA         23  2,572,459      5,134      111,846    727,409
Pful_bac_bin051.fa  FASTA   DNA         91  4,547,256      2,058     49,969.8    245,277
Pful_bac_bin052.fa  FASTA   DNA         22  3,909,447     16,339    177,702.1    855,122
Pful_bac_bin053.fa  FASTA   DNA         37  5,243,356      5,784    141,712.3    601,719
Pful_bac_bin054.fa  FASTA   DNA         93  4,591,753      2,547     49,373.7    249,484
Pful_bac_bin055.fa  FASTA   DNA         10  2,689,072     18,752    268,907.2    672,449
Pful_bac_bin056.fa  FASTA   DNA         39  3,549,500      2,223     91,012.8    913,325
Pful_bac_bin057.fa  FASTA   DNA         62  2,914,185      2,809       47,003    386,512
Pful_bac_bin058.fa  FASTA   DNA          6  2,387,030      7,390    397,838.3    852,330
Pful_bac_bin059.fa  FASTA   DNA         18  3,655,706     16,745    203,094.8    685,412
Pful_bac_bin060.fa  FASTA   DNA         30  2,790,212      5,044     93,007.1    315,405
Pful_bac_bin061.fa  FASTA   DNA        781  5,195,864      2,510      6,652.8     88,955
Pful_bac_bin062.fa  FASTA   DNA         10  3,911,889     15,687    391,188.9    985,895
Pful_bac_bin063.fa  FASTA   DNA         26  4,255,492      7,224    163,672.8    918,703
Pful_bac_bin064.fa  FASTA   DNA         20  4,639,895      8,312    231,994.8    849,505
Pful_bac_bin065.fa  FASTA   DNA         45  5,299,571      8,072    117,768.2    514,654
Pful_bac_bin066.fa  FASTA   DNA         20  2,578,318      4,056    128,915.9    448,097
Pful_bac_bin067.fa  FASTA   DNA         56  4,747,454      4,775       84,776    389,169
Pful_bac_bin068.fa  FASTA   DNA         31  2,936,836      9,097     94,736.6    380,491
Pful_bac_bin069.fa  FASTA   DNA         16  2,503,630     24,586    156,476.9  1,127,767
Pful_bac_bin070.fa  FASTA   DNA         79  3,721,323      2,044     47,105.4    394,938
Pful_bac_bin071.fa  FASTA   DNA         81  3,780,067      2,023     46,667.5    323,488
Pful_bac_bin072.fa  FASTA   DNA         16  4,249,908     23,347    265,619.3    708,456
Pful_bac_bin073.fa  FASTA   DNA          9  4,030,768    201,846    447,863.1    998,207
Pful_bac_bin074.fa  FASTA   DNA         21  4,063,816      2,375      193,515  3,855,066
Pful_bac_bin075.fa  FASTA   DNA        164  2,566,035      2,011     15,646.6    132,822
Pful_bac_bin076.fa  FASTA   DNA         29  2,641,929      2,035       91,101    334,909
Pful_bac_bin077.fa  FASTA   DNA          7  2,152,927      6,681      307,561  1,246,653
Pful_bac_bin078.fa  FASTA   DNA        106  2,937,478      2,014     27,712.1    284,000
Pful_bac_bin079.fa  FASTA   DNA         13  3,167,132      2,154    243,625.5  1,116,121
Pful_bac_bin080.fa  FASTA   DNA         45  2,913,568      2,019       64,746    442,938
Pful_bac_bin081.fa  FASTA   DNA         92  3,218,092      2,014     34,979.3    304,011
Pful_bac_bin082.fa  FASTA   DNA          1  2,726,218  2,726,218    2,726,218  2,726,218
Pful_bac_bin083.fa  FASTA   DNA         12  3,560,924      3,865    296,743.7    941,365
Pful_bac_bin084.fa  FASTA   DNA        329  1,932,538      2,017        5,874     23,121
Pful_bac_bin085.fa  FASTA   DNA         13  2,397,096      2,225      184,392  1,307,355
Pful_bac_bin086.fa  FASTA   DNA         25  2,054,321      2,053     82,172.8    771,679
Pful_bac_bin087.fa  FASTA   DNA        241  1,583,031      2,015      6,568.6    126,425
Pful_bac_bin088.fa  FASTA   DNA        210  2,138,790      2,007     10,184.7    129,461
Pful_bac_bin089.fa  FASTA   DNA         57  2,210,385      2,001     38,778.7    244,742
Pful_bac_bin090.fa  FASTA   DNA         15  2,683,722      8,923    178,914.8    683,500
Pful_bac_bin091.fa  FASTA   DNA        220  1,337,631      2,532      6,080.1     29,631
Pful_bac_bin092.fa  FASTA   DNA         38  2,340,199      2,275     61,584.2    272,624
Pful_bac_bin093.fa  FASTA   DNA        233  1,739,327      2,513      7,464.9     32,459
Pful_bac_bin094.fa  FASTA   DNA        425  1,782,038      2,004        4,193     16,219
Pful_bac_bin095.fa  FASTA   DNA          7  3,757,198     11,655    536,742.6  1,507,614
Pful_bac_bin096.fa  FASTA   DNA         47  2,096,733      2,534     44,611.3    201,592
Pful_bac_bin097.fa  FASTA   DNA         28  1,710,410      2,383     61,086.1    166,804
Pful_bac_bin098.fa  FASTA   DNA         52  2,764,890      2,716       53,171    251,923
Pful_bac_bin099.fa  FASTA   DNA         42  1,872,869      3,582     44,592.1    349,189
Pful_bac_bin100.fa  FASTA   DNA         84  1,987,898      2,062     23,665.5    228,903
Pful_bac_bin101.fa  FASTA   DNA         11  1,665,744      3,550    151,431.3    456,600
Pful_bac_bin102.fa  FASTA   DNA         43  2,878,860      2,168     66,950.2    264,177
Pful_bac_bin103.fa  FASTA   DNA         11  2,328,705     22,290    211,700.5    799,175
Pful_bac_bin104.fa  FASTA   DNA        244  1,587,888      2,024      6,507.7     88,350
Pful_bac_bin105.fa  FASTA   DNA        316  2,266,159      2,002      7,171.4    142,611
Pful_bac_bin106.fa  FASTA   DNA         25  2,028,928      6,826     81,157.1    249,706
Pful_bac_bin107.fa  FASTA   DNA        482  2,943,815      2,007      6,107.5     38,376
Pful_bac_bin108.fa  FASTA   DNA        325  2,009,265      2,017      6,182.4     32,958
Pful_bac_bin109.fa  FASTA   DNA        348  1,745,201      2,001      5,014.9     24,093
Pful_bac_bin110.fa  FASTA   DNA        221  2,155,675      2,003      9,754.2     96,454
Pful_bac_bin111.fa  FASTA   DNA        148  1,265,361      2,017      8,549.7     71,598
Pful_bac_bin112.fa  FASTA   DNA         39  1,379,265      2,193     35,365.8    146,361
Pful_bac_bin113.fa  FASTA   DNA        179  2,047,728      2,004     11,439.8    162,896
Pful_bac_bin114.fa  FASTA   DNA        319  2,319,803      2,002      7,272.1     83,762
Pful_bac_bin115.fa  FASTA   DNA        115  1,954,955      2,025     16,999.6    214,558
Pful_bac_bin116.fa  FASTA   DNA         56  1,877,876      2,066     33,533.5    236,787
Pful_bac_bin117.fa  FASTA   DNA        246  1,599,548      2,001      6,502.2    113,526
Pful_bac_bin118.fa  FASTA   DNA        312  2,660,898      2,004      8,528.5    197,390
Pful_bac_bin119.fa  FASTA   DNA         11  2,482,741      2,716    225,703.7    497,040
Pful_bac_bin120.fa  FASTA   DNA         65  2,224,294      2,006     34,219.9    280,843
Pful_bac_bin121.fa  FASTA   DNA         66  2,304,137      2,011     34,911.2  1,610,274
Pful_bac_bin122.fa  FASTA   DNA        374  1,831,050      2,001      4,895.9     67,837
Pful_bac_bin123.fa  FASTA   DNA         98  1,803,298      2,017       18,401    185,168
Pful_bac_bin124.fa  FASTA   DNA         24  1,468,928      2,873     61,205.3    356,077
Pful_bac_bin125.fa  FASTA   DNA         26  1,810,075     13,668     69,618.3    197,399
Pful_bac_bin126.fa  FASTA   DNA         67  2,067,469      2,056     30,857.7    256,543
Pful_bac_bin127.fa  FASTA   DNA          9  2,011,320      4,809      223,480    847,574
Pful_bac_bin128.fa  FASTA   DNA         35  1,870,643      6,876     53,446.9    200,869
Pful_bac_bin129.fa  FASTA   DNA         17  3,245,363      3,455    190,903.7    620,778
Pful_bac_bin130.fa  FASTA   DNA         37  2,204,207      3,611     59,573.2    392,363
Pful_bac_bin131.fa  FASTA   DNA         26  1,219,594      3,775     46,907.5    370,736
Pful_bac_bin132.fa  FASTA   DNA        119  2,833,189      2,003     23,808.3    292,231
Pful_bac_bin133.fa  FASTA   DNA        321  1,065,477      2,000      3,319.2     10,137
Pful_bac_bin134.fa  FASTA   DNA         15  1,360,861      2,248     90,724.1    503,010
Pful_bac_bin135.fa  FASTA   DNA         17  2,909,032      2,805    171,119.5    919,044
Pful_bac_bin136.fa  FASTA   DNA         26  4,481,210      2,605    172,354.2  1,344,528
Pful_bac_bin137.fa  FASTA   DNA         70  2,573,762      2,905       36,768    154,778
Pful_bac_bin138.fa  FASTA   DNA         11  2,288,827      2,720    208,075.2  1,729,750
Pful_bac_bin139.fa  FASTA   DNA         10  2,779,848      7,183    277,984.8    724,284
Pful_bac_bin140.fa  FASTA   DNA          2  2,724,467    107,678  1,362,233.5  2,616,789
Pful_bac_bin141.fa  FASTA   DNA         38  2,340,573      3,468       61,594    285,257
Pful_bac_bin142.fa  FASTA   DNA         14  3,122,550      2,893    223,039.3    744,431
Pful_bac_bin143.fa  FASTA   DNA         16    847,774      2,568     52,985.9    349,804
Pful_bac_bin144.fa  FASTA   DNA          9  1,465,342      4,260    162,815.8    319,920
Pful_bac_bin145.fa  FASTA   DNA          7  1,544,738     10,674    220,676.9    743,256
Pful_bac_bin146.fa  FASTA   DNA         20  1,373,627      2,407     68,681.4    377,867
Pful_bac_bin147.fa  FASTA   DNA          9  1,464,707      3,133    162,745.2    540,636
Pful_bac_bin148.fa  FASTA   DNA        237  3,903,188      2,013     16,469.1    969,119
Pful_bac_bin149.fa  FASTA   DNA         34  1,005,793      2,513     29,582.1    155,118
Pful_bac_bin150.fa  FASTA   DNA         40  2,506,502      2,239     62,662.6    754,682
Pful_bac_bin151.fa  FASTA   DNA         13  2,015,193      2,045    155,014.8  1,090,907
Pful_bac_bin152.fa  FASTA   DNA          1  1,912,579  1,912,579    1,912,579  1,912,579
Pful_bac_bin153.fa  FASTA   DNA          3  1,321,102     70,528    440,367.3    651,001
Pful_bac_bin154.fa  FASTA   DNA          3  1,157,277    108,726      385,759    720,832
