OG	Pame	Pful	Esin	Bger	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
OG0009110	Pame_16623.t1	Pful_18155.t1	Esin_04881-PA	Bger_03134.t1	412.481	544.844	690.103	223.134	597.772	472.901	424.784	567.333	421.178	486.115	602.962	419.92	92.6153	103.45	52.2847	55.535	112.492	154.495	130.668	117.602	146.661	121.781	99.1832	146.139
OG0009111	Pame_04866.t2	Pful_5580.t1	Esin_15337-PA	Bger_03136.t1	1.97077	1.83723	1.37718	1.3272	1.57004	1.26117	2.4607	2.18724	2.08384	1.89215	2.17874	1.75028	0.812328	0.721067	0.32326	0.394904	0.49332	0.692702	0.068717	0.050843	0	0.033008	0.12009	0
OG0009112	Pame_04789.t1	Pful_18285.t1	Esin_15341-PA	Bger_03140.t2	1.48132	2.57429	0.70547	3.07873	0.583735	10.9191	5.95149	9.98476	4.77024	2.76552	9.47836	5.96416	0.821878	0.534201	0.553066	0.566729	1.94001	1.20547	5.05828	2.63655	4.4532	3.81972	81.2056	4.03797
OG0009113	Pame_04788.t1	Pful_18286.t1	Esin_15336-PA	Bger_03141.t1	163.788	121.628	89.0592	127.544	73.7541	125.117	181.069	159.469	105.077	141.825	118.88	140.64	44.3779	46.2885	16.682	26.5874	51.0181	60.809	324.592	229.952	409.787	344.186	468.547	226.535
OG0009114	Pame_04787.t1	Pful_18287.t1	Esin_15340-PA	Bger_03142.t1	10.1353	10.0221	6.85224	6.64772	11.8177	6.51546	12.6454	11.6779	9.52348	8.09409	16.3439	7.18856	7.37391	6.04795	2.65399	3.05932	11.3708	6.10673	76.3046	42.8114	66.2143	37.8503	62.6658	45.162
OG0009115	Pame_04786.t1	Pful_18288.t1	Esin_15334-PA	Bger_03143.t1	0.410493	0.718235	0.414798	0.452388	0.464599	0.346225	1.49426	1.25868	1.12735	1.40058	2.32286	0.783566	4.50721	4.41866	2.03137	1.76589	4.36878	5.37969	4.996	3.21906	3.64925	3.79333	5.28967	3.04658
OG0009116	Pame_04784.t1	Pful_18289.t1	Esin_15338-PA	Bger_03144.t1	0.861284	1.04146	0.285697	0.297706	1.89169	0.75848	0.501311	0.27579	0.094236	0.361124	1.50589	0.356909	5.30698	2.84084	1.37243	3.29217	4.07936	5.06165	9.81252	5.43064	4.87635	3.53951	11.9792	3.08848
OG0009117	Pame_04783.t1	Pful_18290.t1	Esin_15345-PA	Bger_03146.t1	56.0176	51.1058	38.3211	42.3883	30.2011	33.6268	74.2083	77.7339	64.5797	69.4691	65.2845	59.1237	13.3335	10.5382	6.71905	6.91789	13.4168	13.5334	107.47	86.3724	103.374	98.0103	122.638	83.2948
OG0009118	Pame_04885.t1	Pful_5597.t1	Esin_14915-PA	Bger_03149.t1	12.4698	11.5744	10.0371	7.73399	7.53886	6.99417	8.23525	9.15753	9.44126	9.67438	9.32494	6.70235	8.60843	8.76651	3.46374	7.3249	8.25164	11.7448	4.59924	3.01142	4.18244	4.55537	5.19058	2.93208
OG0009119	Pame_04779.t1	Pful_18292.t2	Esin_15332-PA	Bger_03151.t2	3.7703	3.72004	4.81264	4.29644	2.34228	3.81931	0.943391	1.02815	0.927713	0.637373	1.22155	0.597831	9.53324	4.34099	4.31618	4.42347	5.08218	7.58903	6.30927	2.00397	1.96767	3.72791	9.07743	2.03297
OG0009120	Pame_04775.t1	Pful_18293.t4	Esin_15328-PA	Bger_03153.t1	0.252634	0.289809	0.376969	0.191792	0.26904	0.333779	0.375052	0.482185	0.478816	0.369856	1.22886	0.382389	1.65818	1.53834	0.235176	0.666299	1.11412	1.85647	3.85557	1.82218	3.35646	1.89805	4.47237	1.57428
OG0009121	Pame_04773.t1	Pful_18295.t2	Esin_15319-PA	Bger_03157.t1	8.61819	7.53811	5.70983	4.78772	3.92687	3.60002	2.70903	2.36068	2.82882	2.98714	3.93757	3.05856	0.931597	0.701459	0.339473	0.357438	0.381674	0.908283	14.2653	9.99362	10.535	12.7622	15.9599	7.87886
OG0009122	Pame_04772.t1	Pful_18297.t1	Esin_15326-PA	Bger_03158.t1	9.52091	7.98386	12.6244	4.14304	6.90745	7.14844	8.20489	7.27938	6.83742	7.0395	12.3381	6.34579	3.47836	2.31829	1.62682	2.86435	5.16993	6.02043	8.04473	4.87255	5.31362	3.0377	5.72408	2.22247
OG0009124	Pame_04770.t1	Pful_18300.t1	Esin_15322-PA	Bger_03160.t1	7.66501	17.727	14.0271	11.5514	7.31604	7.80693	8.14938	6.26131	11.556	11.5446	8.11279	8.99087	4.17651	2.73284	1.33976	2.45521	3.75932	4.98538	0.674553	1.20803	0.431704	1.81064	1.87066	0.495158
OG0009125	Pame_04769.t1	Pful_18302.t1	Esin_15321-PA	Bger_03161.t1	18.3746	18.4796	20.2729	14.2812	12.8902	12.3172	17.594	19.4915	23.1866	18.1444	16.9748	13.3616	21.143	10.0062	6.61635	9.31394	19.1597	19.3558	20.3307	16.6795	22.6947	22.8039	23.005	17.1414
OG0009126	Pame_04766.t1	Pful_18304.t1	Esin_15317-PA	Bger_03163.t1	0.10671	0.025991	0.151209	0.051447	0.128813	9.69093	0.160636	1.74231	1.03227	0.177103	0.465315	0.017685	3.75559	0.225048	0.253116	2.06405	0.443064	0.861519	0.45596	2.46033	143.229	5.81659	28.6991	0.5
OG0009128	Pame_04761.t1	Pful_15155.t1	Esin_15315-PA	Bger_03173.t1	0.731527	1.25553	0.57561	0.481665	0.540553	0.502974	1.58042	2.1508	1.505	1.84279	1.86879	1.5081	4.18503	3.44417	1.85732	1.89345	3.01095	4.33019	5.20573	3.36062	3.68271	3.97164	5.65079	3.09273
OG0009129	Pame_04760.t1	Pful_15153.t1	Esin_14905-PA	Bger_03174.t1	3.46945	3.45671	4.77504	2.25668	6.13363	2.85819	2.60319	3.71356	6.76144	5.06337	8.46965	2.9214	8.09402	2.89173	2.11292	3.92473	7.53643	6.93676	1.66126	3.63191	1.58957	5.09514	6.82507	0.984174
OG0009130	Pame_04759.t1	Pful_15152.t1	Esin_14906-PA	Bger_03175.t1	0	0.051577	0.021434	0.068067	0.063902	0.047599	0.243613	0.291963	0	0.016538	0.362104	0.016517	0.141616	0.24361	0	0.075597	0	0.26211	1.37655	0.645381	1.19676	0.525156	1.48801	0.637528
OG0009131	Pame_04750.t1	Pful_15146.t1	Esin_14908-PA	Bger_03180.t1	1.02005	1.34217	1.36556	0.337313	1.28333	0.814325	0.441092	0.665342	0.409534	0.631249	1.68822	0.20948	4.48695	5.28477	1.19267	2.5482	6.23806	5.1107	3.3836	3.17523	1.96487	1.33977	2.73794	1.49995
OG0009132	Pame_04742.t1	Pful_15138.t1	Esin_15544-PA	Bger_03185.t1	0.347284	0.105439	0.348568	0.241039	0.568011	0.489311	0.236222	0.087118	0.268125	0.172213	0.339152	0.137172	3.01479	2.50087	1.62956	1.51665	5.44555	3.03905	0.732975	4.07514	0.588032	0.464833	0.752916	0.202846
OG0009133	Pame_04743.t1	Pful_15139.t1	Esin_15604-PB	Bger_03186.t1	0	0.141044	0.232275	0.09151	0.175738	0	0.539351	0.416002	0.365536	0.422068	0.923164	0.186367	2.50434	2.50894	1.17558	2.23698	5.71666	5.04256	0.747843	1.26306	0.356916	0.45109	0.768292	0.370638
OG0009134	Pame_04744.t1	Pful_15140.t1	Esin_15605-PA	Bger_03187.t1	391.801	359.412	455.747	259.366	362.955	200.333	331.949	307.632	361.704	297.767	301.726	264.181	131.265	95.3952	63.3484	77.736	103.542	90.4622	30.6603	33.5641	33.7333	32.1748	33.1264	28.7001
OG0009135	Pame_04745.t1	Pful_15142.t1	Esin_15599-PA	Bger_03188.t2	22.8073	24.2721	25.8694	21.1359	23.2142	18.3733	27.6902	31.1852	26.0772	20.2133	37.8974	21.7464	7.43163	5.49333	3.53038	4.65309	6.11609	4.95041	11.0501	0	0	0	0	0
OG0009136	Pame_19131.t2	Pful_21528.t1	Esin_19956-PB	Bger_03189.t1	0.550227	0.539628	0.716869	0.318942	0.553363	0.644538	0.611721	1.37751	1.20913	0.796177	2.09238	0.403315	6.70175	4.13891	0.741255	3.36852	7.17912	6.2693	0.704184	1.06401	0.625694	1.0532	3.85957	0.17863
OG0009137	Pame_19104.t1	Pful_19903.t2	Esin_19970-PB	Bger_03191.t11	2.88894	2.62642	3.98753	1.79861	3.02917	2.46381	1.02942	1.57394	1.67777	1.44011	1.30326	0.936941	2.81788	3.08085	1.58028	1.91661	1.81825	3.35702	5.77099	5.26225	4.74159	3.58217	5.13931	3.83405
OG0009138	Pame_21221.t2	Pful_17332.t1	Esin_10958-PA	Bger_03200.t1	20.6196	20.1571	16.9611	16.0284	17.5555	17.4303	25.6001	28.6189	20.7709	19.8264	34.4166	18.0508	33.9281	10.1658	6.08819	9.3063	28.1387	25.9312	5.82147	3.90841	4.62065	4.43319	7.73567	3.38228
OG0009139	Pame_19129.t1	Pful_21526.t1	Esin_19964-PA	Bger_03201.t1	18.5373	18.2018	23.3047	14.3171	21.3882	18.0554	19.8458	18.9848	18.0322	15.5422	13.3444	12.5799	17.4875	14.283	8.14345	10.2524	11.4793	16.2165	35.9959	29.8051	51.1183	43.3739	50.4676	35.2945
OG0009140	Pame_19127.t1	Pful_21523.t1	Esin_19966-PA	Bger_03204.t1	0.28279	0.274288	0.395402	0.311657	0.398618	0.510875	0.893987	1.25918	1.14622	1.0913	0.481616	0.318883	1.60124	1.1478	0.716196	1.32598	1.60787	1.74318	1.07478	1.28706	0.576424	0.833832	1.83364	0.768844
OG0009141	Pame_19132.t1	Pful_21529.t1	Esin_19955-PA	Bger_03209.t1	0	0.130642	0.107505	0.083535	0	2.20708	0.891303	5.88175	4.47558	1.12081	2.22739	0.901154	9.17046	8.89904	0.854364	9.29464	16.5673	14.5922	0.569416	0.860775	0.442246	0.056308	0.717799	0.971136
OG0009142	Pame_08046.t1	Pful_11669.t1	Esin_09831-PA	Bger_03212.t1	15.7186	18.106	11.178	16.4222	28.4604	14.15	15.413	20.8933	16.0323	23.9128	29.2496	13.7785	11.3294	6.81355	4.70601	7.21489	10.3293	11.8851	43.9079	34.3733	36.5541	30.0222	42.1622	37.7407
OG0009143	Pame_04746.t1	Pful_15143.t1	Esin_15596-PA	Bger_03213.t1	0.350672	0.393263	0.142371	0.282998	0.239829	0.094504	0.689135	0.497918	0.233844	0.519388	0.544617	0.304761	4.89038	3.60458	1.36286	2.64223	3.94591	4.09499	5.14174	4.6236	3.04397	3.73634	5.52867	3.20283
OG0009144	Pame_04747.t2	Pful_15144.t3	Esin_15593-PA	Bger_03214.t1	0.276008	0.531714	0.367906	0.324942	0.303975	0.302258	0.961238	1.20097	0.516572	1.093	0.920859	0.475471	7.30845	8.51426	4.06358	4.70278	5.33091	8.34188	3.06421	3.29217	3.1613	5.04092	5.72716	2.17374
OG0009145	Pame_13974.t1	Pful_18376.t1	Esin_18709-PA	Bger_03216.t1	11.6816	16.982	13.0652	16.0491	14.4089	12.4029	15.4392	13.8595	7.00662	14.0892	9.57872	6.76706	19.6938	12.8493	9.7515	10.6138	21.1077	21.9601	23.4714	39.7299	29.7123	48.0991	46.0518	12.8336
OG0009146	Pame_13976.t2	Pful_18377.t1	Esin_18713-PB	Bger_03218.t1	0.070598	0	0.035539	0	0.035522	0.079493	0.098219	0.072581	0.186219	0.114888	0.094293	0.028626	1.6811	3.00686	1.31852	1.34005	2.1603	1.83574	0.253351	0.966614	0.180069	0.321696	0.29274	0.139353
OG0009147	Pame_13971.t1	Pful_18372.t2	Esin_18746-PA	Bger_03219.t1	1.71263	1.61789	1.0074	0.98346	1.15723	1.0061	0.750668	0.45276	0.098669	0.152459	0.775093	0.381053	12.8258	11.4062	4.80573	9.69487	12.4884	19.0097	2.63344	2.60013	3.25796	2.7425	4.59955	1.11621
OG0009148	Pame_13972.t3	Pful_18374.t1	Esin_18742-PA	Bger_03221.t2	0.259518	0.353508	0.170359	0.209282	0.199603	0.102868	0.396158	0.594069	0.244094	0.269334	0.339128	0.161487	1.59359	1.55338	0.580019	1.37664	1.81442	1.8588	0.428769	1.23364	0.303766	0.285492	0.733888	0.20837
OG0009149	Pame_13973.t1	Pful_18375.t1	Esin_18743-PA	Bger_03222.t1	0	0.143596	0.177311	0.186243	0	0.133819	0	0.369519	0.126256	0	0	0	0.242181	0.308644	0.118703	0.081196	0.282332	0.413942	7.4977	4.4374	5.24017	5.08705	9.111	4.87835
OG0009150	Pame_13961.t1	Pful_18361.t2	Esin_18751-PA	Bger_03223.t3	1.18172	1.42183	0.8234	0.845596	0.748818	0.417761	1.39965	1.32608	0.867972	1.5497	1.97636	0.805423	25.8337	17.8707	6.49607	15.0156	23.1629	28.4688	1.90477	1.3594	1.12916	1.27735	2.75176	1.00508
OG0009151	Pame_13962.t1	Pful_18362.t1	Esin_18772-PA	Bger_03224.t1	9.38997	7.52527	6.38522	5.64836	7.92459	6.11787	7.40473	7.10985	5.41015	6.83564	7.50017	5.14779	7.36706	10.2703	4.18977	6.07761	7.19011	19.1677	11.9685	7.08047	9.47332	9.82193	16.9347	7.76059
OG0009152	Pame_13964.t2	Pful_18363.t2	Esin_18777-PA	Bger_03225.t1	0.298857	0.327831	0.227422	0.180789	0.165321	0.2685	0.111477	0.186342	0.191425	0.135548	0.21588	0.061582	1.5009	1.20004	0.596233	1.07967	0.882222	1.86998	0.367693	0.363923	0.184945	0.337456	0.491873	0.105648
OG0009153	Pame_07501.t1	Pful_20701.t1	Esin_09845-PA	Bger_03228.t1	91.6006	111.592	106.139	71.9742	123.731	97.6356	118.971	140.845	110.915	130.592	130.58	76.8719	11.5702	4.62285	3.82912	4.00834	9.48018	7.28517	4.97104	7.74619	7.19959	4.49488	10.173	2.06374
OG0009154	Pame_07500.t1	Pful_20700.t1	Esin_03010-PA	Bger_03229.t2	21.205	25.2015	12.9681	22.4754	27.8962	17.6905	19.4161	19.0245	15.0066	14.5344	24.2342	12.3441	18.6111	17.1706	9.11407	13.2049	22.1897	23.8347	45.6481	20.4385	25.8111	27.0103	49.9075	22.2062
OG0009155	Pame_07526.t1	Pful_20711.t2	Esin_09842-PA	Bger_03230.t1	15.7571	15.6748	11.9095	15.8891	22.1193	15.417	14.3597	16.4811	12.8169	13.3573	15.2164	7.25146	15.1513	8.93998	4.78402	5.77864	13.8955	14.9738	11.7744	13.1272	13.2466	17.4397	21.9475	9.62287
OG0009156	Pame_07642.t1	Pful_15064.t1	Esin_18597-PA	Bger_03231.t1	2.8276	3.87344	1.73076	3.06608	2.59195	2.1351	4.11773	3.71115	2.25252	3.32132	3.52856	2.25311	1.28011	0.562828	0.412215	0.421703	0.971224	1.54125	2.62114	1.54784	2.3548	2.49316	4.38767	1.41356
OG0009157	Pame_07644.t1	Pful_15063.t1	Esin_18600-PA	Bger_03232.t4	0.181691	0.513742	0.181187	0.047566	0.426895	0.205254	0.890553	3.83592	0.539347	0.47384	1.16583	0.352403	5.43003	2.15815	1.34803	4.0439	4.23215	5.90127	7.91123	6.48365	11.084	4.05209	12.7397	3.37675
OG0009158	Pame_05334.t1	Pful_14235.t1	Esin_15659-PB	Bger_03233.t1	0.245412	0.289726	0.144972	0.185947	0.429884	0.541827	0.666609	1.39752	0.246438	0.36125	0.834416	0.223431	5.36056	4.07666	0.41882	1.95792	5.95924	4.29419	0.932407	0.757695	1.07994	1.29752	2.5323	0.320742
OG0009159	Pame_05330.t1	Pful_14233.t2	Esin_15661-PA	Bger_03234.t2	158.053	154.551	14.0919	145.008	24.8505	72.5001	173.168	88.4048	80.6376	91.7305	27.3843	91.8109	192.425	132.736	199.173	264.778	86.2738	143.892	314.271	486.95	912.077	1001.55	735.942	408.928
OG0009160	Pame_05323.t1	Pful_14229.t1	Esin_15394-PA	Bger_03236.t1	0.060206	0.029363	0.036693	0.116747	0.084769	0.05407	0.097656	0.176929	0.153807	0.097225	0.224752	0.086402	0	0	0	0	0	0	4.38963	1.85289	2.54086	2.6541	4.21851	1.31208
OG0009161	Pame_07669.t1	Pful_15075.t2	Esin_18267-PA	Bger_03237.t1	0	0	0	0	0	0	0	0.047725	0	0	0.28883	0	4.47948	2.92432	1.89088	2.39536	3.05371	5.35926	0.156013	1.43293	0.083691	0.254161	0.180309	0.086839
OG0009162	Pame_07668.t2	Pful_15077.t1	Esin_18268-PA	Bger_03238.t1	0	0	0	0	0	0	0	0	0	0	0.117688	0	0.212761	1.08506	0.162523	0.707209	0.478155	1.15842	0	0.08036	0.107589	0	0	0
OG0009163	Pame_06263.t1	Pful_20894.t1	Esin_18271-PA	Bger_03241.t1	3.91195	5.30802	2.33091	3.3058	6.81965	2.63762	8.42589	13.1999	6.61111	4.99357	9.77769	4.11019	3.05848	1.25818	1.10509	1.64782	4.15839	4.46511	1.42305	1.20694	2.38771	0.995154	1.8793	0.336413
OG0009165	Pame_06267.t1	Pful_20901.t1	Esin_18279-PA	Bger_03248.t1	298.534	275.153	265.623	210.767	192.547	152.653	228.016	182.209	204.591	223.855	333.659	225.486	17.3197	7.57294	15.7974	10.9373	12.182	14.3482	84.646	69.3053	70.0974	104.544	113.976	43.7711
OG0009166	Pame_12227.t1	Pful_13954.t3	Esin_14557-PA	Bger_03250.t1	0.290766	0.48061	0.841041	0.567607	0.564087	0.676911	0.231049	0.573745	0.264159	0.502119	0.687161	0.313483	0	0	0	0	0	0	0.23269	0.845906	0	0	0.067211	0.031859
OG0009167	Pame_09907.t1	Pful_7736.t1	Esin_18282-PA	Bger_03251.t1	2.94616	3.51152	3.1117	2.85672	3.01595	2.09695	3.48327	4.07881	3.58767	3.39258	4.66178	1.9064	1.86433	0.841718	0.855909	1.0483	0	1.10413	12.873	7.59197	8.62281	9.96993	13.8045	7.86195
OG0009168	Pame_09906.t1	Pful_7735.t1	Esin_18286-PA	Bger_03252.t1	35.7876	33.3899	29.5743	35.0786	31.3069	25.9895	38.4857	49.1695	30.1481	40.1388	29.2894	27.681	0	0	0	2.18593	0	0	52.4885	39.0051	50.2772	56.2769	73.1752	31.4559
OG0009169	Pame_20474.t1	Pful_15361.t1	Esin_18285-PB	Bger_03253.t2	2.29001	0.338912	0.822211	0.210751	0.882099	0.978337	0.576998	1.21697	0.613377	0.234025	1.29188	0.224782	1.12786	0.45404	0.401942	0.889546	0.870157	0.775819	0.338765	0	0.924241	0	0.391896	0.193724
OG0009170	Pame_18879.t1	Pful_4217.t1	Esin_18290-PA	Bger_03256.t1	2.24293	3.47598	2.6071	3.15328	2.99947	2.8176	2.00165	2.85636	1.45433	1.28764	2.84486	0.88422	0	0	0	0	0	0	0.633367	1.07016	0.350659	0	0.734853	0
OG0009171	Pame_18881.t1	Pful_4215.t1	Esin_18291-PA	Bger_03257.t1	5.48957	14.3724	5.09221	3.72076	13.7727	4.83388	2.35274	1.82509	1.45249	1.47376	12.7082	1.02804	7.51018	2.53027	1.18682	5.14553	9.35307	7.50953	38.7507	7.54415	14.0343	13.486	27.129	14.9211
OG0009172	Pame_18884.t2	Pful_4211.t4	Esin_18295-PA	Bger_03259.t3	2.42917	3.32387	1.98901	2.63697	2.25753	2.80895	3.21897	3.25047	1.85869	2.65625	3.01885	1.93015	16.4314	22.1841	7.82102	9.87613	15.4033	24.0593	1.81119	3.14322	2.23704	2.39291	4.04556	1.01458
OG0009173	Pame_11021.t1	Pful_8614.t2	Esin_18300-PA	Bger_03260.t1	6.30651	6.361	4.55042	4.81045	4.82499	3.77133	4.42949	4.19021	3.38218	4.20682	6.72405	2.82171	1.02489	0	0.806612	0	1.26463	1.1435	9.72191	4.57584	7.93381	6.2828	11.9683	4.75662
OG0009174	Pame_11022.t1	Pful_8615.t1	Esin_18298-PA	Bger_03261.t1	0.173289	0	0	0	0.177751	1.58031	0.562448	26.1489	1.86388	0.628079	1.73468	0.454336	4.59066	1.15365	0.448577	2.71721	2.90935	3.88694	2.27555	1.67045	43.218	2.52833	6.19962	1.6354
OG0009175	Pame_11020.t1	Pful_8616.t1	Esin_16580-PA	Bger_03262.t2	19.469	21.6204	14.2179	22.136	22.9653	17.0036	20.7085	25.2708	16.5764	18.6019	26.4925	14.5076	11.8938	15.0963	6.40186	6.91422	11.5159	13.5341	17.9355	15.0316	15.6086	11.0321	16.3907	12.3006
OG0009176	Pame_11019.t1	Pful_8617.t1	Esin_16579-PA	Bger_03263.t2	5.3321	10.2517	7.65345	6.12642	6.26788	6.45153	9.03399	8.69117	6.9612	9.68514	9.66666	9.29902	1.84834	1.63091	0.884872	1.51062	1.04693	2.08709	1.91819	3.21908	1.98345	2.94845	4.97886	0.546345
OG0009177	Pame_11016.t1	Pful_8623.t1	Esin_16567-PA	Bger_03269.t2	906.735	63.2008	367.775	184.019	51.6383	114.965	133.376	141.715	175.038	72.6721	156.74	179.966	104.271	24.1266	22.8947	59.8227	42.6367	198.624	380.547	663.145	167.558	307.429	107.126	588.784
OG0009178	Pame_11013.t1	Pful_8627.t1	Esin_16562-PA	Bger_03271.t1	0.260674	0.063454	0.342377	0.31332	0.078676	0.146583	0	0.02721	0.027937	0	0.047199	0.021515	0.054407	1.11005	0.218718	0.340172	1.11917	0.534326	0.289786	0.741991	0.038578	0.512699	0.251121	0.07954
OG0009179	Pame_11009.t1	Pful_8631.t2	Esin_16566-PA	Bger_03273.t3	4.65241	4.80488	3.86589	5.98552	2.83996	3.29409	6.56977	8.17201	5.90734	7.00267	4.49334	6.11093	10.1656	5.94294	3.79424	5.65432	11.8862	13.2191	10.3805	7.81141	7.71134	12.9723	18.3824	6.53925
OG0009180	Pame_11007.t2	Pful_8633.t1	Esin_16581-PA	Bger_03275.t1	0	0	0	0.060355	0.156203	0	0.646164	0.914497	0.312475	0.797138	1.22728	0.235061	1.86522	2.48126	0.734195	0.820936	2.29623	1.31782	0	1.47517	4.68845	0.301646	1.6124	0
OG0009181	Pame_12635.t1	Pful_126.t1	Esin_16587-PA	Bger_03277.t1	0	0	0	0	0.115502	0.194304	0	0.450741	0.065995	0	1.05502	0	1.89813	1.10099	2.76675	0.936817	2.40196	1.44575	0.412325	0.09261	0.939873	0.096236	1.13427	0.064527
OG0009182	Pame_12636.t1	Pful_127.t1	Esin_16589-PA	Bger_03278.t1	0.156251	1.89102	0.077592	0	2.36536	23.1614	0.886968	35.0826	8.1549	1.34185	4.82652	0.506809	1.12606	0.740917	0.819422	1.20213	1.3825	1.38047	8.68491	2.966	4.68632	0.965445	18.5351	0.501175
OG0009183	Pame_12639.t1	Pful_128.t1	Esin_16591-PA	Bger_03280.t2	0	0	0	0	0	1.12202	0	0.077574	0	0.061066	0	0	2.27992	1.39247	0.760634	1.548	1.41477	2.58317	0.303436	0.325604	0.108962	0.438801	0.155884	0
OG0009184	Pame_12640.t1	Pful_129.t1	Esin_16586-PA	Bger_03282.t1	2.74631	2.32415	1.89732	2.76855	2.70316	2.51913	2.31713	2.07615	1.87675	1.49703	2.36368	1.34623	7.62766	6.72095	3.44528	6.52025	11.5054	10.389	2.32476	2.41348	1.69847	4.26364	5.43874	1.27906
OG0009187	Pame_12797.t1	Pful_13481.t1	Esin_16626-PA	Bger_03294.t1	0	1.01371	0	0.743834	5.27083	0	0	0	0.397504	0	0.33741	0	0	0.682887	0	0	0.710475	0	0.426753	3.01947	0	0	0	0
OG0009188	Pame_19120.t1	Pful_21517.t1	Esin_16627-PA	Bger_03297.t3	0.102743	0.186975	0.102814	0.081123	0.103434	0.231859	0.091582	0.050571	0.051864	0.119854	0.043702	0.07948	0.301785	0.534934	0.080222	0.436112	0.240809	0.117067	0.418186	0.055514	0.149334	0.075733	0.214793	0.077375
OG0009189	Pame_07524.t1	Pful_20708.t2	Esin_03019-PA	Bger_03300.t2	3.18155	4.20879	2.13144	3.69513	4.62439	2.17641	1.87811	2.41885	2.33249	2.5786	3.30938	1.00087	20.3467	13.6098	9.10251	11.1855	25.6557	26.1903	5.98169	4.92692	5.71427	3.36553	10.4616	3.23964
OG0009191	Pame_04975.t1	Pful_6024.t1	Esin_15590-PA	Bger_03311.t1	1.24857	1.72941	2.60987	1.49521	1.07761	1.14166	1.29582	1.48889	0.572295	1.07664	0.695708	1.11787	4.85223	6.25668	6.19637	5.6658	3.35103	6.70037	15.0904	8.50813	14.0029	9.92883	18.5776	8.61095
OG0009192	Pame_04974.t1	Pful_6025.t1	Esin_15344-PA	Bger_03312.t1	0	0	0.031134	0.024668	0	0	0.797848	1.22164	0.595685	0.895005	0.4236	0.144764	1.33551	0.780415	0.384462	0.572291	1.845	0.88272	0.475251	0.102347	0.414627	0.28212	0.266251	0.190176
OG0009193	Pame_04972.t1	Pful_6027.t1	Esin_15347-PA	Bger_03314.t1	9.75077	7.26578	10.5088	8.27645	7.68411	5.81553	13.7202	5.81369	12.9538	5.08482	18.5855	7.72096	74.8856	44.9752	17.5016	35.4295	97.1157	94.3753	13.2045	14.4603	14.4641	11.035	15.3721	13.0605
OG0009194	Pame_04933.t1	Pful_5637.t1	Esin_15351-PB	Bger_03316.t1	2.05439	2.90082	2.12699	1.1991	1.73203	2.03501	4.05068	8.2965	8.86091	3.08981	7.75109	2.92331	26.7046	9.28833	3.95949	23.6208	36.7902	37.0723	42.5297	21.7978	21.9239	12.7323	39.4368	15.8257
OG0009195	Pame_04937.t1	Pful_5645.t1	Esin_15353-PA	Bger_03338.t1	0.095217	0.057787	0	0.150688	0.191694	0.053692	0.196199	0.108241	0.110989	0	0.186976	0	0.205648	0.219967	0	0.358416	0	0	0.058112	0.113479	0.092403	0.147862	0.842891	0.084331
OG0009196	Pame_04939.t1	Pful_5646.t1	Esin_15354-PA	Bger_03339.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.928486	0.739641	0.371663	0.277466	1.98364	3.55511	0	0	0	0	0	0
OG0009197	Pame_04942.t1	Pful_5647.t1	Esin_15355-PA	Bger_03341.t1	0.116356	0	0	0.045755	0.058579	0.065703	0.553124	0.304614	0.187349	0	0.841025	0.095489	1.57911	0.921567	0.407615	0.847749	1.49511	2.10394	0.234176	0.631979	0.071222	0.109287	0.489601	0
OG0009200	Pame_04956.t1	Pful_5662.t1	Esin_15366-PA	Bger_03360.t1	3.54055	5.59041	2.63415	2.54904	6.29621	2.87605	5.05329	4.33358	2.44508	3.15213	11.0337	2.31782	3.76942	2.79128	2.0223	2.18843	2.78921	5.34473	4.40801	4.23209	3.42266	7.60483	8.93284	2.64243
OG0009202	Pame_05358.t1	Pful_14261.t1	Esin_15483-PA	Bger_03370.t1	3024.08	2376.6	1557.07	1662.22	1475.57	1144.06	920.022	100.851	492.906	155.026	51.2747	585.63	1360.66	441.549	3701.73	2545.88	964.284	1019.27	1457.03	2413.65	1216.94	1580.15	564.625	1232.67
OG0009203	Pame_05355.t2	Pful_14258.t1	Esin_15487-PA	Bger_03372.t1	0.048605	0	0	0.038439	0.048928	0	0.050186	0.166069	0.340554	0.218527	0.095605	0.173782	7.27875	0.718046	0.268229	1.68481	1.9313	2.41812	0.965689	0.555376	0.607802	0.483052	0.98977	0.726467
OG0009204	Pame_05351.t1	Pful_14255.t1	Esin_15500-PA	Bger_03381.t2	0	0.072853	0.119918	0	0	0.067908	3.13321	0.491811	1.22379	0.442929	1.69489	0.109852	0	0	0	0	0	0	0.870312	1.39878	0.624553	1.04908	0.670639	0.216654
OG0009205	Pame_08038.t1	Pful_11678.t2	Esin_18265-PA	Bger_03387.t1	3.90662	4.13052	2.18999	4.55196	3.89692	4.65933	4.15363	4.0144	1.56076	3.41677	3.76614	1.26462	10.3934	6.73034	4.67573	5.67032	5.04084	10.1293	7.26729	6.07359	7.01209	6.6894	9.33494	4.90893
