protein	KO	pathway
OG0008553	K04447	ko04148
OG0008553	K04447	ko04151
OG0008553	K04447	ko04217
OG0008553	K04447	ko04550
OG0008553	K04447	ko04630
OG0008553	K04447	ko04658
OG0008553	K04447	ko04659
OG0008553	K04447	ko04725
OG0008553	K04447	ko04917
OG0008553	K04447	ko04920
OG0008553	K04447	ko04933
OG0008553	K04447	ko04935
OG0008553	K04447	ko05140
OG0008553	K04447	ko05145
OG0008553	K04447	ko05152
OG0008553	K04447	ko05161
OG0008553	K04447	ko05164
OG0008553	K04447	ko05167
OG0008553	K04447	ko05168
OG0008553	K04447	ko05200
OG0008553	K04447	ko05207
OG0008553	K04447	ko05235
OG0008553	K04447	ko05417
OG0008556	K03910	ko04610
OG0008560	K12615	ko03018
OG0008561	K01488	ko00230
OG0008561	K01488	ko01100
OG0008561	K01488	ko01232
OG0008561	K01488	ko05340
OG0008563	K13105	ko05202
OG0008563	K13105	ko05211
OG0008564	K09370	ko04550
OG0008565	K15013	ko00061
OG0008565	K15013	ko00071
OG0008565	K15013	ko01100
OG0008565	K15013	ko01212
OG0008565	K15013	ko03320
OG0008565	K15013	ko04920
OG0008570	K04860	ko04010
OG0008570	K04860	ko04260
OG0008570	K04860	ko04261
OG0008570	K04860	ko04921
OG0008570	K04860	ko05410
OG0008570	K04860	ko05412
OG0008570	K04860	ko05414
OG0008571	K04860	ko04010
OG0008571	K04860	ko04260
OG0008571	K04860	ko04261
OG0008571	K04860	ko04921
OG0008571	K04860	ko05410
OG0008571	K04860	ko05412
OG0008571	K04860	ko05414
OG0008573	K04681	ko04110
OG0008573	K04681	ko04218
OG0008573	K04681	ko04350
OG0008573	K04681	ko05165
OG0008573	K04681	ko05203
OG0008577	K02212	ko03030
OG0008577	K02212	ko04110
OG0008577	K02212	ko04111
OG0008577	K02212	ko04113
OG0008585	K08064	ko04612
OG0008585	K08064	ko05017
OG0008585	K08064	ko05152
OG0008586	K08826	ko04218
OG0008588	K09993	ko04110
OG0008589	K04967	ko04360
OG0008589	K04967	ko04745
OG0008589	K04967	ko04929
OG0008590	K02725	ko03050
OG0008590	K02725	ko05010
OG0008590	K02725	ko05012
OG0008590	K02725	ko05014
OG0008590	K02725	ko05016
OG0008590	K02725	ko05017
OG0008590	K02725	ko05020
OG0008590	K02725	ko05022
OG0008599	K12819	ko03040
OG0008600	K00669	ko00380
OG0008600	K00669	ko01100
OG0008601	K05459	ko01521
OG0008601	K05459	ko01522
OG0008601	K05459	ko04010
OG0008601	K05459	ko04014
OG0008601	K05459	ko04015
OG0008601	K05459	ko04066
OG0008601	K05459	ko04068
OG0008601	K05459	ko04081
OG0008601	K05459	ko04114
OG0008601	K05459	ko04115
OG0008601	K05459	ko04150
OG0008601	K05459	ko04151
OG0008601	K05459	ko04152
OG0008601	K05459	ko04211
OG0008601	K05459	ko04213
OG0008601	K05459	ko04510
OG0008601	K05459	ko04550
OG0008601	K05459	ko04730
OG0008601	K05459	ko04750
OG0008601	K05459	ko04913
OG0008601	K05459	ko04914
OG0008601	K05459	ko04935
OG0008601	K05459	ko04960
OG0008601	K05459	ko05200
OG0008601	K05459	ko05202
OG0008601	K05459	ko05205
OG0008601	K05459	ko05214
OG0008601	K05459	ko05215
OG0008601	K05459	ko05218
OG0008601	K05459	ko05224
OG0008601	K05459	ko05410
OG0008601	K05459	ko05414
OG0008604	K06669	ko04110
OG0008604	K06669	ko04111
OG0008604	K06669	ko04113
OG0008604	K06669	ko04114
OG0008605	K20234	ko04013
OG0008606	K02180	ko04110
OG0008606	K02180	ko04111
OG0008606	K02180	ko05166
OG0008608	K03108	ko03060
OG0008615	K00826	ko00270
OG0008615	K00826	ko00280
OG0008615	K00826	ko00290
OG0008615	K00826	ko00770
OG0008615	K00826	ko00966
OG0008615	K00826	ko01100
OG0008615	K00826	ko01110
OG0008615	K00826	ko01210
OG0008615	K00826	ko01230
OG0008615	K00826	ko01240
OG0008621	K05194	ko04080
OG0008622	K10249	ko00062
OG0008622	K10249	ko01040
OG0008622	K10249	ko01100
OG0008622	K10249	ko01110
OG0008622	K10249	ko01212
OG0008625	K12859	ko03040
OG0008631	K10414	ko04145
OG0008631	K10414	ko04814
OG0008631	K10414	ko04962
OG0008631	K10414	ko05132
OG0008632	K00560	ko00240
OG0008632	K00560	ko00670
OG0008632	K00560	ko01100
OG0008632	K00560	ko01232
OG0008632	K00560	ko01523
OG0008632	K00560	ko04981
OG0008633	K17987	ko04137
OG0008633	K17987	ko04140
OG0008637	K00326	ko00541
OG0008639	K05141	ko04060
OG0008639	K05141	ko04061
OG0008639	K05141	ko04668
OG0008639	K05141	ko04920
OG0008639	K05141	ko05014
OG0008639	K05141	ko05022
OG0008639	K05141	ko05170
OG0008641	K01493	ko00240
OG0008641	K01493	ko01100
OG0008641	K01493	ko01232
OG0008643	K03023	ko03020
OG0008643	K03023	ko04623
OG0008646	K00907	ko04020
OG0008646	K00907	ko04022
OG0008646	K00907	ko04270
OG0008646	K00907	ko04371
OG0008646	K00907	ko04510
OG0008646	K00907	ko04611
OG0008646	K00907	ko04810
OG0008646	K00907	ko04921
OG0008646	K00907	ko04971
OG0008647	K02960	ko03010
OG0008647	K02960	ko05171
OG0008648	K20411	ko04150
OG0008652	K07191	ko04068
OG0008652	K07191	ko04152
OG0008652	K07191	ko04910
OG0008652	K07191	ko04920
OG0008652	K07191	ko04930
OG0008652	K07191	ko04931
OG0008652	K07191	ko05415
OG0008654	K07972	ko04745
OG0008656	K14459	ko00511
OG0008656	K14459	ko00513
OG0008656	K14459	ko01100
OG0008658	K13711	ko00562
OG0008658	K13711	ko01100
OG0008658	K13711	ko04070
OG0008661	K08024	ko04950
OG0008661	K08024	ko05202
OG0008663	K03644	ko00785
OG0008663	K03644	ko01100
OG0008663	K03644	ko01240
OG0008665	K06670	ko04110
OG0008665	K06670	ko04111
OG0008673	K01551	ko03060
OG0008675	K05293	ko00563
OG0008675	K05293	ko01100
OG0008677	K08073	ko03410
OG0008682	K02873	ko03010
OG0008682	K02873	ko05171
OG0008683	K01869	ko00970
OG0008684	K00682	ko00480
OG0008684	K00682	ko01100
OG0008686	K17637	ko04014
OG0008686	K17637	ko05132
OG0008687	K03213	ko04310
OG0008687	K03213	ko04390
OG0008690	K26384	ko04071
OG0008694	K01080	ko00561
OG0008694	K01080	ko00564
OG0008694	K01080	ko00565
OG0008694	K01080	ko00600
OG0008694	K01080	ko01100
OG0008694	K01080	ko01110
OG0008694	K01080	ko04072
OG0008694	K01080	ko04666
OG0008694	K01080	ko04975
OG0008694	K01080	ko05231
OG0008698	K14539	ko03008
OG0008699	K15544	ko03015
OG0008700	K00033	ko00030
OG0008700	K00033	ko00480
OG0008700	K00033	ko01100
OG0008700	K00033	ko01110
OG0008700	K00033	ko01120
OG0008700	K00033	ko01200
OG0008703	K11667	ko03082
OG0008704	K10777	ko03450
OG0008707	K20015	ko04214
OG0008708	K00629	ko00561
OG0008708	K00629	ko00564
OG0008708	K00629	ko01100
OG0008708	K00629	ko01110
OG0008710	K15179	ko03250
OG0008713	K18655	ko03013
OG0008713	K18655	ko03015
OG0008714	K14527	ko03008
OG0008715	K14406	ko03015
OG0008719	K12618	ko03008
OG0008719	K12618	ko03018
OG0008720	K23488	ko04361
OG0008722	K06099	ko04530
OG0008723	K14316	ko03013
OG0008723	K14316	ko05014
OG0008726	K20064	ko04150
OG0008728	K10645	ko05417
OG0008729	K03857	ko00563
OG0008729	K03857	ko01100
OG0008730	K15730	ko00590
OG0008730	K15730	ko01100
OG0008730	K15730	ko05207
OG0008733	K13248	ko00750
OG0008733	K13248	ko01100
OG0008733	K13248	ko01240
OG0008736	K03144	ko03022
OG0008736	K03144	ko03420
OG0008736	K03144	ko05203
OG0008736	K03260	ko05416
OG0008738	K01063	ko00981
OG0008739	K09069	ko05205
OG0008740	K04554	ko04120
OG0008740	K04554	ko04141
OG0008740	K04554	ko05012
OG0008740	K04554	ko05022
OG0008741	K05688	ko04137
OG0008741	K05688	ko05012
OG0008741	K05688	ko05014
OG0008741	K05688	ko05022
OG0008745	K06185	ko05130
OG0008748	K04077	ko03018
OG0008748	K04077	ko04212
OG0008748	K04077	ko04940
OG0008748	K04077	ko05134
OG0008748	K04077	ko05152
OG0008748	K04077	ko05417
OG0008749	K02887	ko03010
OG0008753	K25129	ko03013
OG0008754	K12844	ko03040
OG0008758	K01803	ko00010
OG0008758	K01803	ko00051
OG0008758	K01803	ko00562
OG0008758	K01803	ko00710
OG0008758	K01803	ko01100
OG0008758	K01803	ko01110
OG0008758	K01803	ko01120
OG0008758	K01803	ko01200
OG0008758	K01803	ko01230
OG0008766	K01772	ko00860
OG0008766	K01772	ko01100
OG0008766	K01772	ko01110
OG0008766	K01772	ko01240
OG0008767	K02187	ko01524
OG0008767	K02187	ko04010
OG0008767	K02187	ko04115
OG0008767	K02187	ko04148
OG0008767	K02187	ko04210
OG0008767	K02187	ko04215
OG0008767	K02187	ko04623
OG0008767	K02187	ko04650
OG0008767	K02187	ko04657
OG0008767	K02187	ko04668
OG0008767	K02187	ko04726
OG0008767	K02187	ko04932
OG0008767	K02187	ko04933
OG0008767	K02187	ko04936
OG0008767	K02187	ko05010
OG0008767	K02187	ko05012
OG0008767	K02187	ko05014
OG0008767	K02187	ko05016
OG0008767	K02187	ko05020
OG0008767	K02187	ko05022
OG0008767	K02187	ko05120
OG0008767	K02187	ko05130
OG0008767	K02187	ko05132
OG0008767	K02187	ko05133
OG0008767	K02187	ko05134
OG0008767	K02187	ko05145
OG0008767	K02187	ko05146
OG0008767	K02187	ko05152
OG0008767	K02187	ko05160
OG0008767	K02187	ko05161
OG0008767	K02187	ko05162
OG0008767	K02187	ko05163
OG0008767	K02187	ko05164
OG0008767	K02187	ko05165
OG0008767	K02187	ko05167
OG0008767	K02187	ko05168
OG0008767	K02187	ko05169
OG0008767	K02187	ko05170
OG0008767	K02187	ko05200
OG0008767	K02187	ko05203
OG0008767	K02187	ko05205
OG0008767	K02187	ko05206
OG0008767	K02187	ko05210
OG0008767	K02187	ko05222
OG0008767	K02187	ko05416
OG0008767	K02187	ko05417
OG0008768	K01638	ko00620
OG0008768	K01638	ko00630
OG0008768	K01638	ko01100
OG0008768	K01638	ko01110
OG0008768	K01638	ko01120
OG0008768	K01638	ko01200
OG0008774	K02564	ko00520
OG0008774	K02564	ko01100
OG0008781	K01052	ko00100
OG0008781	K01052	ko04142
OG0008781	K01052	ko04148
OG0008781	K01052	ko04979
OG0008782	K00717	ko00510
OG0008782	K00717	ko00513
OG0008782	K00717	ko00533
OG0008782	K00717	ko01100
OG0008782	K00717	ko05202
OG0008791	K01874	ko00450
OG0008791	K01874	ko00970
OG0008791	K01874	ko01100
OG0008792	K04144	ko04020
OG0008792	K04144	ko04024
OG0008792	K04144	ko04080
OG0008792	K04144	ko04081
OG0008792	K04144	ko04540
OG0008792	K04144	ko04728
OG0008792	K04144	ko05012
OG0008792	K04144	ko05030
OG0008792	K04144	ko05031
OG0008792	K04144	ko05032
OG0008792	K04144	ko05034
OG0008793	K01183	ko00520
OG0008793	K01183	ko01100
OG0008799	K01444	ko00511
OG0008799	K01444	ko04142
OG0008800	K04644	ko04142
OG0008800	K04644	ko04144
OG0008800	K04644	ko04721
OG0008800	K04644	ko04961
OG0008800	K04644	ko05016
OG0008800	K04644	ko05100
OG0008802	K19366	ko04144
OG0008803	K02889	ko03010
OG0008803	K02889	ko05171
OG0008809	K07920	ko04140
OG0008815	K02359	ko04320
OG0008816	K09647	ko03060
OG0008818	K13534	ko00561
OG0008818	K13534	ko01100
OG0008820	K12493	ko04144
OG0008821	K05864	ko04217
OG0008821	K05864	ko04218
OG0008821	K05864	ko05010
OG0008821	K05864	ko05022
OG0008821	K05864	ko05131
OG0008822	K22991	ko04140
OG0008824	K12045	ko04260
OG0008824	K12045	ko04261
OG0008824	K12045	ko04814
OG0008824	K12045	ko04820
OG0008824	K12045	ko05410
OG0008824	K12045	ko05414
OG0008830	K04526	ko04010
OG0008830	K04526	ko04014
OG0008830	K04526	ko04015
OG0008830	K04526	ko04022
OG0008830	K04526	ko04066
OG0008830	K04526	ko04068
OG0008830	K04526	ko04072
OG0008830	K04526	ko04081
OG0008830	K04526	ko04114
OG0008830	K04526	ko04140
OG0008830	K04526	ko04150
OG0008830	K04526	ko04151
OG0008830	K04526	ko04152
OG0008830	K04526	ko04211
OG0008830	K04526	ko04213
OG0008830	K04526	ko04810
OG0008830	K04526	ko04910
OG0008830	K04526	ko04911
OG0008830	K04526	ko04913
OG0008830	K04526	ko04914
OG0008830	K04526	ko04917
OG0008830	K04526	ko04923
OG0008830	K04526	ko04930
OG0008830	K04526	ko04931
OG0008830	K04526	ko04932
OG0008830	K04526	ko04940
OG0008830	K04526	ko04950
OG0008830	K04526	ko04960
OG0008830	K04526	ko05010
OG0008830	K04526	ko05215
OG0008830	K04526	ko05415
OG0008832	K06460	ko03272
OG0008832	K06460	ko04640
OG0008833	K12656	ko04622
OG0008835	K12948	ko03060
OG0008836	K18083	ko00562
OG0008836	K18083	ko01100
OG0008836	K18083	ko04070
OG0008836	K18083	ko04138
OG0008837	K07364	ko04013
OG0008837	K07364	ko04380
OG0008837	K07364	ko04660
OG0008839	K12826	ko03040
OG0008845	K01441	ko00600
OG0008845	K01441	ko01100
OG0008845	K01441	ko04071
OG0008852	K06965	ko03015
OG0008853	K10421	ko04150
OG0008854	K03008	ko03020
OG0008854	K03008	ko03420
OG0008854	K03008	ko05016
OG0008856	K00953	ko00740
OG0008856	K00953	ko01100
OG0008856	K00953	ko01110
OG0008856	K00953	ko01240
OG0008858	K13348	ko04146
OG0008859	K13348	ko04146
OG0008860	K11599	ko03050
OG0008861	K13485	ko00230
OG0008861	K13485	ko01100
OG0008864	K11453	ko03083
OG0008866	K01183	ko00520
OG0008866	K01183	ko01100
OG0008868	K12821	ko03040
OG0008872	K12191	ko04144
OG0008872	K12191	ko04217
OG0008878	K24387	ko03083
OG0008880	K05704	ko01521
OG0008880	K05704	ko01522
OG0008880	K05704	ko04012
OG0008880	K05704	ko04013
OG0008880	K05704	ko04015
OG0008880	K05704	ko04062
OG0008880	K05704	ko04081
OG0008880	K05704	ko04137
OG0008880	K05704	ko04144
OG0008880	K05704	ko04360
OG0008880	K05704	ko04370
OG0008880	K05704	ko04510
OG0008880	K05704	ko04520
OG0008880	K05704	ko04530
OG0008880	K05704	ko04540
OG0008880	K05704	ko04611
OG0008880	K05704	ko04613
OG0008880	K05704	ko04625
OG0008880	K05704	ko04727
OG0008880	K05704	ko04750
OG0008880	K05704	ko04810
OG0008880	K05704	ko04912
OG0008880	K05704	ko04915
OG0008880	K05704	ko04917
OG0008880	K05704	ko04919
OG0008880	K05704	ko04921
OG0008880	K05704	ko04926
OG0008880	K05704	ko05100
OG0008880	K05704	ko05120
OG0008880	K05704	ko05130
OG0008880	K05704	ko05131
OG0008880	K05704	ko05135
OG0008880	K05704	ko05152
OG0008880	K05704	ko05161
OG0008880	K05704	ko05163
OG0008880	K05704	ko05167
OG0008880	K05704	ko05168
OG0008880	K05704	ko05203
OG0008880	K05704	ko05205
OG0008880	K05704	ko05207
OG0008880	K05704	ko05208
OG0008880	K05704	ko05219
OG0008880	K05704	ko05417
OG0008880	K05704	ko05418
OG0008887	K13515	ko00564
OG0008887	K13515	ko04216
OG0008888	K01648	ko00020
OG0008888	K01648	ko00720
OG0008888	K01648	ko01100
OG0008888	K01648	ko01110
OG0008888	K01648	ko01120
OG0008891	K14443	ko03018
OG0008897	K01792	ko00010
OG0008897	K01792	ko01100
OG0008897	K01792	ko01110
OG0008897	K01792	ko01120
OG0008900	K09260	ko04013
OG0008900	K09260	ko04022
OG0008900	K09260	ko04371
OG0008900	K09260	ko04928
OG0008900	K09260	ko05418
OG0008902	K01784	ko00052
OG0008902	K01784	ko00520
OG0008902	K01784	ko01100
OG0008902	K01784	ko01250
OG0008903	K02270	ko00190
OG0008903	K02270	ko01100
OG0008903	K02270	ko04260
OG0008903	K02270	ko04714
OG0008903	K02270	ko04932
OG0008903	K02270	ko05010
OG0008903	K02270	ko05012
OG0008903	K02270	ko05014
OG0008903	K02270	ko05016
OG0008903	K02270	ko05020
OG0008903	K02270	ko05022
OG0008903	K02270	ko05208
OG0008903	K02270	ko05415
OG0008907	K03358	ko04110
OG0008907	K03358	ko04111
OG0008907	K03358	ko04113
OG0008907	K03358	ko04114
OG0008907	K03358	ko04120
OG0008907	K03358	ko04914
OG0008907	K03358	ko05166
OG0008909	K27976	ko04810
OG0008911	K10305	ko04068
OG0008912	K12353	ko00600
OG0008912	K12353	ko01100
OG0008922	K08056	ko04141
OG0008922	K08056	ko04612
OG0008922	K08056	ko05163
OG0008922	K08056	ko05168
OG0008922	K08056	ko05169
OG0008922	K08056	ko05170
OG0008923	K02878	ko03010
OG0008924	K13525	ko04137
OG0008924	K13525	ko04141
OG0008924	K13525	ko05014
OG0008924	K13525	ko05022
OG0008924	K13525	ko05134
OG0008926	K10258	ko00062
OG0008926	K10258	ko01040
OG0008926	K10258	ko01100
OG0008926	K10258	ko01110
OG0008926	K10258	ko01212
OG0008927	K09507	ko04141
OG0008927	K09507	ko05164
OG0008929	K01080	ko00561
OG0008929	K01080	ko00564
OG0008929	K01080	ko00565
OG0008929	K01080	ko00600
OG0008929	K01080	ko01100
OG0008929	K01080	ko01110
OG0008929	K01080	ko04072
OG0008929	K01080	ko04666
OG0008929	K01080	ko04975
OG0008929	K01080	ko05231
OG0008930	K01080	ko00561
OG0008930	K01080	ko00564
OG0008930	K01080	ko00565
OG0008930	K01080	ko00600
OG0008930	K01080	ko01100
OG0008930	K01080	ko01110
OG0008930	K01080	ko04072
OG0008930	K01080	ko04666
OG0008930	K01080	ko04975
OG0008930	K01080	ko05231
OG0008932	K04739	ko04910
OG0008934	K06636	ko04110
OG0008934	K06636	ko04111
OG0008934	K06636	ko04113
OG0008934	K06636	ko04114
OG0008936	K02926	ko03010
OG0008941	K13250	ko04141
OG0008943	K20053	ko05017
OG0008943	K20053	ko05417
OG0008944	K16575	ko04814
OG0008944	K16575	ko05014
OG0008944	K16575	ko05016
OG0008944	K16575	ko05022
OG0008944	K16575	ko05132
OG0008945	K01228	ko00510
OG0008945	K01228	ko01100
OG0008945	K01228	ko04141
OG0008948	K01148	ko03018
OG0008950	K07232	ko00480
OG0008950	K07232	ko01100
OG0008951	K06051	ko01522
OG0008951	K06051	ko04330
OG0008951	K06051	ko04658
OG0008951	K06051	ko05200
OG0008951	K06051	ko05207
OG0008951	K06051	ko05224
OG0008952	K01052	ko00100
OG0008952	K01052	ko04142
OG0008952	K01052	ko04148
OG0008952	K01052	ko04979
OG0008953	K04670	ko04060
OG0008953	K04670	ko04350
OG0008953	K04670	ko04550
OG0008953	K04670	ko05418
OG0008954	K12200	ko03250
OG0008954	K12200	ko03272
OG0008954	K12200	ko04144
OG0008955	K03258	ko04150
OG0008955	K03258	ko04151
OG0008955	K03258	ko05205
OG0008957	K10881	ko03050
OG0008957	K10881	ko03440
OG0008957	K10881	ko05010
OG0008957	K10881	ko05012
OG0008957	K10881	ko05014
OG0008957	K10881	ko05016
OG0008957	K10881	ko05017
OG0008957	K10881	ko05020
OG0008957	K10881	ko05022
OG0008957	K10881	ko05169
OG0008958	K04257	ko04740
OG0008959	K10408	ko04814
OG0008959	K10408	ko05014
OG0008959	K10408	ko05016
OG0008959	K10408	ko05022
OG0008960	K11765	ko03082
OG0008960	K11765	ko05225
OG0008965	K00858	ko00760
OG0008965	K00858	ko01100
OG0008965	K00858	ko01240
OG0008966	K15014	ko05034
OG0008968	K12880	ko03013
OG0008968	K12880	ko03040
OG0008969	K11757	ko03082
OG0008969	K11757	ko05225
OG0008971	K02633	ko04710
OG0008971	K02633	ko04711
OG0008971	K02633	ko04713
OG0008971	K02633	ko05202
OG0008971	K02633	ko05221
OG0008972	K00010	ko00521
OG0008972	K00010	ko00562
OG0008972	K00010	ko01100
OG0008972	K00010	ko01110
OG0008972	K00010	ko01120
OG0008974	K11789	ko05170
OG0008976	K02947	ko03010
OG0008976	K02947	ko05171
OG0008977	K03068	ko04150
OG0008977	K03068	ko04310
OG0008977	K03068	ko04928
OG0008977	K03068	ko05010
OG0008977	K03068	ko05022
OG0008977	K03068	ko05200
OG0008977	K03068	ko05224
OG0008977	K03068	ko05225
OG0008977	K03068	ko05226
OG0008979	K02154	ko00190
OG0008979	K02154	ko01100
OG0008979	K02154	ko04142
OG0008979	K02154	ko04145
OG0008979	K02154	ko04721
OG0008979	K02154	ko04966
OG0008979	K02154	ko05110
OG0008979	K02154	ko05120
OG0008979	K02154	ko05152
OG0008979	K02154	ko05165
OG0008979	K02154	ko05323
OG0008979	K02123	ko00190
OG0008979	K02123	ko01100
OG0008982	K23883	ko04140
OG0008984	K05684	ko02010
OG0008984	K05684	ko04975
OG0008984	K05684	ko04976
OG0008984	K05684	ko04979
OG0008985	K05683	ko02010
OG0008985	K05683	ko04975
OG0008985	K05683	ko04976
OG0008985	K05683	ko04979
OG0008986	K12870	ko03040
OG0008989	K02922	ko03010
OG0008989	K02922	ko05171
OG0008991	K14538	ko03008
OG0008993	K04459	ko04010
OG0008993	K04459	ko04148
OG0008993	K04459	ko04361
OG0008994	K07955	ko05132
OG0008995	K10250	ko00062
OG0008995	K10250	ko01040
OG0008995	K10250	ko01100
OG0008995	K10250	ko01110
OG0008995	K10250	ko01212
OG0008999	K10415	ko04145
OG0008999	K10415	ko04814
OG0008999	K10415	ko04962
OG0008999	K10415	ko05132
OG0009000	K04733	ko04010
OG0009000	K04733	ko04064
OG0009000	K04733	ko04620
OG0009000	K04733	ko04621
OG0009000	K04733	ko04624
OG0009000	K04733	ko04722
OG0009000	K04733	ko04936
OG0009000	K04733	ko05130
OG0009000	K04733	ko05132
OG0009000	K04733	ko05133
OG0009000	K04733	ko05135
OG0009000	K04733	ko05140
OG0009000	K04733	ko05142
OG0009000	K04733	ko05145
OG0009000	K04733	ko05152
OG0009000	K04733	ko05161
OG0009000	K04733	ko05162
OG0009000	K04733	ko05164
OG0009000	K04733	ko05168
OG0009000	K04733	ko05169
OG0009000	K04733	ko05170
OG0009000	K04733	ko05171
OG0009000	K04733	ko05417
OG0009003	K12491	ko04144
OG0009006	K00873	ko00010
OG0009006	K00873	ko00620
OG0009006	K00873	ko01100
OG0009006	K00873	ko01110
OG0009006	K00873	ko01120
OG0009006	K00873	ko01200
OG0009006	K00873	ko01230
OG0009006	K00873	ko04922
OG0009006	K00873	ko04930
OG0009006	K00873	ko05165
OG0009006	K00873	ko05203
OG0009006	K00873	ko05230
OG0009009	K12825	ko03040
OG0009010	K13353	ko04146
OG0009013	K04677	ko04350
OG0009014	K00854	ko00040
OG0009014	K00854	ko01100
OG0009015	K05409	ko04064
OG0009015	K05409	ko04217
OG0009015	K05409	ko04620
OG0009015	K05409	ko05133
OG0009015	K05409	ko05161
OG0009015	K05409	ko05235
OG0009015	K05409	ko05417
OG0009018	K18575	ko00565
OG0009018	K18575	ko01100
OG0009019	K13335	ko04146
OG0009021	K13176	ko03013
OG0009022	K08736	ko01524
OG0009022	K08736	ko03430
OG0009022	K08736	ko05200
OG0009022	K08736	ko05210
OG0009023	K00626	ko00071
OG0009023	K00626	ko00280
OG0009023	K00626	ko00310
OG0009023	K00626	ko00362
OG0009023	K00626	ko00380
OG0009023	K00626	ko00620
OG0009023	K00626	ko00630
OG0009023	K00626	ko00650
OG0009023	K00626	ko00720
OG0009023	K00626	ko00900
OG0009023	K00626	ko01100
OG0009023	K00626	ko01110
OG0009023	K00626	ko01120
OG0009023	K00626	ko01200
OG0009023	K00626	ko01212
OG0009023	K00626	ko02020
OG0009023	K00626	ko04975
OG0009024	K16061	ko04120
OG0009024	K16061	ko04215
OG0009024	K16061	ko05145
OG0009024	K16061	ko05200
OG0009024	K16061	ko05222
OG0009025	K16060	ko01524
OG0009025	K16060	ko04064
OG0009025	K16060	ko04120
OG0009025	K16060	ko04210
OG0009025	K16060	ko04215
OG0009025	K16060	ko04217
OG0009025	K16060	ko04390
OG0009025	K16060	ko04510
OG0009025	K16060	ko04621
OG0009025	K16060	ko04624
OG0009025	K16060	ko04668
OG0009025	K16060	ko05132
OG0009025	K16060	ko05145
OG0009025	K16060	ko05168
OG0009025	K16060	ko05200
OG0009025	K16060	ko05202
OG0009025	K16060	ko05222
OG0009025	K16061	ko04120
OG0009025	K16061	ko04215
OG0009025	K16061	ko05145
OG0009025	K16061	ko05200
OG0009025	K16061	ko05222
OG0009030	K11778	ko00900
OG0009030	K11778	ko01110
OG0009037	K02882	ko03010
OG0009037	K02882	ko05171
OG0009040	K11540	ko00220
OG0009040	K11540	ko00240
OG0009040	K11540	ko00250
OG0009040	K11540	ko01100
OG0009040	K11540	ko01110
OG0009040	K11540	ko01240
OG0009045	K07925	ko04140
OG0009045	K07925	ko05014
OG0009045	K07925	ko05022
OG0009047	K19882	ko04310
OG0009051	K01841	ko00440
OG0009051	K01841	ko00998
OG0009051	K01841	ko01100
OG0009051	K01841	ko01110
OG0009051	K01841	ko01120
OG0009056	K02910	ko03010
OG0009056	K02910	ko05171
OG0009057	K03357	ko04110
OG0009057	K03357	ko04111
OG0009057	K03357	ko04113
OG0009057	K03357	ko04114
OG0009057	K03357	ko04120
OG0009057	K03357	ko04914
OG0009057	K03357	ko05166
OG0009061	K12879	ko03013
OG0009061	K12879	ko03040
OG0009063	K04503	ko01522
OG0009063	K04503	ko04068
OG0009063	K04503	ko04110
OG0009063	K04503	ko04115
OG0009063	K04503	ko04151
OG0009063	K04503	ko04152
OG0009063	K04503	ko04218
OG0009063	K04503	ko04310
OG0009063	K04503	ko04340
OG0009063	K04503	ko04371
OG0009063	K04503	ko04390
OG0009063	K04503	ko04510
OG0009063	K04503	ko04530
OG0009063	K04503	ko04630
OG0009063	K04503	ko04917
OG0009063	K04503	ko04919
OG0009063	K04503	ko04921
OG0009063	K04503	ko04933
OG0009063	K04503	ko04934
OG0009063	K04503	ko04936
OG0009063	K04503	ko05160
OG0009063	K04503	ko05162
OG0009063	K04503	ko05163
OG0009063	K04503	ko05165
OG0009063	K04503	ko05166
OG0009063	K04503	ko05167
OG0009063	K04503	ko05169
OG0009063	K04503	ko05200
OG0009063	K04503	ko05203
OG0009063	K04503	ko05205
OG0009063	K04503	ko05206
OG0009063	K04503	ko05207
OG0009063	K04503	ko05210
OG0009063	K04503	ko05212
OG0009063	K04503	ko05213
OG0009063	K04503	ko05214
OG0009063	K04503	ko05215
OG0009063	K04503	ko05216
OG0009063	K04503	ko05218
OG0009063	K04503	ko05219
OG0009063	K04503	ko05220
OG0009063	K04503	ko05221
OG0009063	K04503	ko05222
OG0009063	K04503	ko05223
OG0009063	K04503	ko05224
OG0009063	K04503	ko05225
OG0009063	K04503	ko05226
OG0009063	K04503	ko05416
OG0009066	K00616	ko00030
OG0009066	K00616	ko00710
OG0009066	K00616	ko01100
OG0009066	K00616	ko01110
OG0009066	K00616	ko01120
OG0009066	K00616	ko01200
OG0009066	K00616	ko01230
OG0009067	K04727	ko04210
OG0009067	K04727	ko04214
OG0009067	K04727	ko04217
OG0009069	K02865	ko03010
OG0009069	K02865	ko05171
OG0009070	K00758	ko00240
OG0009070	K00758	ko00983
OG0009070	K00758	ko01100
OG0009070	K00758	ko01232
OG0009070	K00758	ko05219
OG0009072	K00635	ko00073
OG0009072	K00635	ko00561
OG0009072	K00635	ko01100
OG0009073	K14360	ko04976
OG0009074	K12351	ko00600
OG0009074	K12351	ko01100
OG0009074	K12351	ko04071
OG0009075	K08054	ko04141
OG0009075	K08054	ko04145
OG0009075	K08054	ko04612
OG0009075	K08054	ko04918
OG0009075	K08054	ko05166
OG0009076	K02202	ko03022
OG0009076	K02202	ko03420
OG0009076	K02202	ko04110
