gene	KO
Pame_16109.t1	K09273
Pame_16110.t1	K13206
Pame_16111.t1	K11447
Pame_16112.t1	K11447
Pame_16113.t1	K09479
Pame_16114.t1	K18203
Pame_16115.t1	K03504
Pame_16116.t1	K17280
Pame_16118.t1	K19919
Pame_16119.t1	K08471
Pame_16120.t1	K08471
Pame_16121.t1	K08471
Pame_16122.t1	K08471
Pame_16127.t1	K00666
Pame_16131.t1	K01063
Pame_16132.t1	K11674
Pame_16133.t1	K18763
Pame_16134.t1	K00666
Pame_16135.t1	K00666
Pame_16136.t1	K00666
Pame_16137.t1	K00666
Pame_16138.t1	K00666
Pame_16139.t1	K00666
Pame_16140.t1	K00666
Pame_16141.t1	K00666
Pame_16142.t1	K05614
Pame_16143.t1	K01044
Pame_16144.t2	K06767
Pame_16145.t1	K06767
Pame_16146.t1	K06767
Pame_16147.t1	K06767
Pame_16148.t1	K06767
Pame_16149.t3	K06767
Pame_16151.t1	K22733
Pame_16154.t1	K19919
Pame_16155.t1	K19919
Pame_16156.t1	K19919
Pame_16157.t1	K19919
Pame_16158.t1	K19919
Pame_16163.t1	K20032
Pame_16164.t1	K21594
Pame_16165.t1	K00789
Pame_16166.t1	K27318
Pame_16167.t2	K06832
Pame_16168.t1	K09602
Pame_16170.t1	K13134
Pame_16171.t1	K16055
Pame_16171.t1	K00697
Pame_16171.t1	K01087
Pame_16172.t1	K00654
Pame_16174.t1	K20721
Pame_16175.t1	K00688
Pame_16176.t1	K08515
Pame_16179.t1	K21814
Pame_16182.t1	K24932
Pame_16183.t1	K15133
Pame_16184.t1	K01409
Pame_16185.t2	K13092
Pame_16186.t1	K13157
Pame_16187.t1	K12823
Pame_16188.t1	K12823
Pame_16189.t1	K02138
Pame_16190.t1	K18757
Pame_16191.t2	K12823
Pame_16192.t2	K12823
Pame_16193.t1	K12823
Pame_16196.t1	K06254
Pame_16202.t1	K15621
Pame_16204.t1	K02898
Pame_16205.t1	K10743
Pame_16206.t1	K24223
Pame_16207.t1	K15621
Pame_16208.t1	K15621
Pame_16209.t1	K09478
Pame_16210.t1	K09478
Pame_16212.t1	K01081
Pame_16213.t1	K13121
Pame_16214.t1	K20800
Pame_16215.t1	K14165
Pame_16216.t1	K14165
Pame_16221.t1	K04358
Pame_16223.t1	K09103
Pame_16224.t1	K09103
Pame_16229.t1	K15001
Pame_16230.t1	K07427
Pame_16232.t1	K18408
Pame_16235.t3	K15601
Pame_16237.t1	K15601
Pame_16238.t1	K17338
Pame_16239.t1	K17338
Pame_16240.t1	K19919
Pame_16242.t1	K03038
Pame_16243.t1	K26419
Pame_16245.t1	K25608
Pame_16246.t1	K18266
Pame_16247.t1	K07374
Pame_16248.t1	K00387
Pame_16252.t1	K00819
Pame_16254.t1	K16302
Pame_16256.t1	K01052
Pame_16257.t1	K09499
Pame_16258.t1	K02153
Pame_16259.t1	K27835
Pame_16269.t1	K02431
Pame_16271.t1	K02431
Pame_16275.t1	K23855
Pame_16276.t1	K12838
Pame_16277.t1	K08836
Pame_16278.t1	K16732
Pame_16279.t1	K24498
Pame_16280.t1	K00552
Pame_16295.t1	K02913
Pame_16299.t1	K01135
Pame_16300.t1	K01135
Pame_16302.t1	K05449
Pame_16303.t1	K01135
Pame_16305.t1	K05175
Pame_16306.t1	K05175
Pame_16307.t1	K05175
Pame_16310.t1	K03141
Pame_16311.t1	K25393
Pame_16312.t2	K16751
Pame_16314.t1	K08863
Pame_16315.t1	K08863
Pame_16316.t1	K09485
Pame_16317.t1	K13676
Pame_16318.t1	K15890
Pame_16321.t1	K00142
Pame_16322.t1	K01530
Pame_16323.t2	K19912
Pame_16324.t1	K18404
Pame_16325.t1	K14802
Pame_16326.t1	K18743
Pame_16327.t1	K08267
Pame_16328.t1	K13948
Pame_16329.t1	K13948
Pame_16330.t1	K13948
Pame_16333.t1	K09182
Pame_16335.t2	K01312
Pame_16336.t1	K01312
Pame_16337.t1	K25829
Pame_16338.t2	K14018
Pame_16342.t2	K08469
Pame_16343.t1	K08469
Pame_16344.t1	K18270
Pame_16346.t1	K18270
Pame_16347.t1	K03120
Pame_16348.t1	K03120
Pame_16349.t1	K14284
Pame_16350.t1	K12875
Pame_16351.t1	K01273
Pame_16352.t1	K19329
Pame_16353.t1	K13943
Pame_16353.t1	K09209
Pame_16356.t1	K18260
Pame_16358.t1	K14826
Pame_16358.t1	K01802
Pame_16359.t1	K14826
Pame_16360.t2	K09115
Pame_16361.t1	K00871
Pame_16362.t1	K07916
Pame_16363.t1	K25228
Pame_16371.t1	K09428
Pame_16372.t1	K09428
Pame_16373.t2	K25592
Pame_16377.t1	K12309
Pame_16379.t1	K27391
Pame_16380.t1	K27391
Pame_16381.t1	K11647
Pame_16382.t1	K11647
Pame_16383.t1	K01092
Pame_16384.t1	K14856
Pame_16388.t1	K25459
Pame_16390.t1	K06063
Pame_16391.t1	K12822
Pame_16392.t1	K12822
Pame_16393.t2	K06105
Pame_16395.t2	K13159
Pame_16396.t1	K13159
Pame_16397.t1	K23296
Pame_16400.t1	K19682
Pame_16401.t1	K14443
Pame_16402.t1	K13196
Pame_16403.t1	K10306
Pame_16404.t4	K25461
Pame_16406.t1	K14546
Pame_16409.t1	K15443
Pame_16410.t1	K03064
Pame_16411.t1	K14376
Pame_16412.t2	K05746
Pame_16413.t1	K21989
Pame_16414.t1	K11864
Pame_16415.t1	K22193
Pame_16416.t1	K10408
Pame_16418.t1	K26746
Pame_16422.t1	K13339
Pame_16423.t1	K10844
Pame_16425.t1	K15434
Pame_16427.t1	K23114
Pame_16428.t1	K02178
Pame_16429.t1	K02178
Pame_16430.t1	K03360
Pame_16431.t1	K02731
Pame_16433.t2	K05292
Pame_16435.t1	K06530
Pame_16436.t2	K06530
Pame_16438.t1	K27896
Pame_16441.t1	K10486
Pame_16442.t1	K10486
Pame_16443.t1	K10486
Pame_16444.t1	K17292
Pame_16445.t1	K17292
Pame_16446.t1	K11803
Pame_16447.t1	K11803
Pame_16448.t1	K14549
Pame_16449.t1	K22566
Pame_16450.t1	K14137
Pame_16451.t1	K07899
Pame_16454.t1	K19483
Pame_16457.t1	K19483
Pame_16459.t1	K09459
Pame_16460.t1	K23390
Pame_16461.t1	K23390
Pame_16464.t1	K27928
Pame_16466.t1	K07192
Pame_16468.t1	K10758
Pame_16469.t1	K12886
Pame_16469.t1	K21444
Pame_16470.t1	K08805
Pame_16471.t1	K16942
Pame_16472.t1	K20160
Pame_16474.t1	K17790
Pame_16476.t4	K18747
Pame_16477.t1	K00665
Pame_16478.t1	K00665
Pame_16479.t1	K00665
Pame_16480.t1	K00665
Pame_16484.t1	K24060
Pame_16485.t1	K04358
Pame_16486.t1	K13617
Pame_16488.t2	K16481
Pame_16489.t1	K23843
Pame_16494.t1	K20689
Pame_16496.t1	K20632
Pame_16498.t1	K20632
Pame_16499.t1	K23222
Pame_16500.t1	K11491
Pame_16501.t1	K20316
Pame_16502.t1	K23956
Pame_16505.t1	K27391
Pame_16506.t1	K21813
Pame_16513.t1	K00030
Pame_16515.t1	K01052
Pame_16519.t1	K28001
Pame_16522.t1	K24512
Pame_16524.t2	K10582
Pame_16525.t1	K19904
Pame_16527.t1	K01135
Pame_16528.t2	K09290
Pame_16530.t1	K18182
Pame_16531.t1	K20099
Pame_16532.t1	K11339
Pame_16534.t1	K10373
Pame_16535.t1	K09290
Pame_16538.t1	K19679
Pame_16542.t1	K11143
Pame_16544.t1	K08471
Pame_16545.t1	K08471
Pame_16546.t1	K23994
Pame_16547.t1	K23994
Pame_16549.t1	K08471
Pame_16550.t1	K23994
Pame_16551.t1	K23994
Pame_16553.t1	K08471
Pame_16554.t1	K08471
Pame_16555.t1	K08471
Pame_16556.t1	K23994
Pame_16557.t1	K08471
Pame_16559.t1	K14841
Pame_16560.t1	K05765
Pame_16561.t1	K15178
Pame_16563.t1	K15615
Pame_16566.t1	K03360
Pame_16567.t1	K10273
Pame_16568.t1	K23308
Pame_16571.t1	K17985
Pame_16573.t1	K05759
Pame_16574.t1	K03257
Pame_16575.t1	K23209
Pame_16577.t1	K18666
Pame_16578.t1	K16307
Pame_16579.t2	K21752
Pame_16580.t1	K09326
Pame_16581.t1	K23205
Pame_16582.t1	K09326
Pame_16584.t1	K25730
Pame_16585.t1	K19365
Pame_16586.t1	K25572
Pame_16587.t1	K15131
Pame_16588.t1	K23801
Pame_16591.t1	K25191
Pame_16592.t1	K28023
Pame_16593.t2	K24832
Pame_16595.t1	K07532
Pame_16596.t1	K07532
Pame_16597.t1	K07532
Pame_16600.t1	K19382
Pame_16600.t1	K16745
Pame_16602.t1	K10478
Pame_16603.t1	K07556
Pame_16604.t1	K15031
Pame_16606.t1	K19601
Pame_16607.t1	K00864
Pame_16608.t1	K23518
Pame_16609.t1	K17260
Pame_16610.t3	K08798
Pame_16611.t1	K21853
Pame_16612.t1	K17506
Pame_16613.t1	K14711
Pame_16615.t1	K23565
Pame_16616.t1	K00815
Pame_16617.t1	K25226
Pame_16618.t1	K18163
Pame_16619.t1	K08342
Pame_16621.t2	K24273
Pame_16623.t1	K02971
Pame_16639.t1	K18584
Pame_16640.t1	K08875
Pame_16641.t1	K10447
Pame_16642.t1	K28042
Pame_16647.t1	K11540
Pame_16649.t1	K00609
Pame_16649.t1	K01465
Pame_16651.t1	K20308
Pame_16657.t1	K09427
Pame_16661.t1	K04955
Pame_16662.t1	K04955
Pame_16664.t1	K15202
Pame_16665.t1	K15202
Pame_16666.t1	K08145
Pame_16667.t1	K08145
Pame_16668.t1	K14258
Pame_16669.t1	K14258
Pame_16670.t1	K08145
Pame_16671.t1	K08145
Pame_16672.t1	K08145
Pame_16673.t1	K08145
Pame_16674.t1	K17498
Pame_16677.t1	K08145
Pame_16678.t1	K08145
Pame_16679.t1	K08145
Pame_16683.t1	K08145
Pame_16684.t1	K08145
Pame_16686.t1	K08145
Pame_16687.t1	K08145
Pame_16689.t1	K08145
Pame_16691.t1	K10454
Pame_16692.t1	K10454
Pame_16693.t1	K10454
Pame_16694.t1	K17081
Pame_16696.t1	K08341
Pame_16698.t1	K02891
Pame_16699.t2	K23966
Pame_16710.t1	K23209
Pame_16731.t1	K23205
Pame_16740.t1	K08734
Pame_16758.t1	K17387
Pame_16760.t1	K00115
Pame_16761.t1	K00115
Pame_16762.t1	K00115
Pame_16764.t1	K23205
Pame_16777.t1	K07427
Pame_16782.t1	K22369
Pame_16783.t1	K07427
Pame_16791.t1	K04350
Pame_16795.t1	K01063
Pame_16796.t1	K01044
Pame_16798.t1	K01063
Pame_16799.t1	K01044
Pame_16800.t1	K10575
Pame_16802.t1	K17604
Pame_16804.t1	K25554
Pame_16808.t1	K13099
Pame_16810.t2	K20291
Pame_16812.t1	K17387
Pame_16816.t1	K11310
Pame_16824.t1	K02174
Pame_16824.t1	K27896
Pame_16829.t1	K14294
Pame_16830.t1	K01415
Pame_16831.t1	K23209
Pame_16831.t1	K23205
Pame_16833.t2	K12835
Pame_16834.t1	K12796
Pame_16835.t1	K12796
Pame_16841.t1	K13099
Pame_16842.t1	K23205
Pame_16843.t1	K14615
Pame_16844.t1	K09427
Pame_16848.t1	K13099
Pame_16849.t1	K05323
Pame_16851.t2	K05323
Pame_16855.t1	K05323
Pame_16857.t1	K20007
Pame_16863.t1	K03781
Pame_16864.t1	K24624
Pame_16872.t1	K00115
Pame_16875.t1	K17387
Pame_16876.t1	K11412
Pame_16877.t1	K14163
Pame_16877.t1	K01881
Pame_16878.t1	K09592
Pame_16882.t1	K18633
Pame_16885.t1	K06238
Pame_16887.t1	K04905
Pame_16891.t1	K04905
Pame_16892.t1	K10389
Pame_16892.t1	K15303
Pame_16902.t1	K02331
Pame_16903.t1	K02331
Pame_16904.t1	K10175
Pame_16905.t1	K10175
Pame_16906.t1	K00115
Pame_16907.t1	K00115
Pame_16909.t1	K10175
Pame_16910.t1	K10175
Pame_16911.t1	K00869
Pame_16912.t2	K01623
Pame_16914.t1	K22379
Pame_16915.t1	K10362
Pame_16916.t1	K10362
Pame_16917.t1	K10362
Pame_16919.t1	K10362
Pame_16920.t1	K02183
Pame_16920.t1	K13448
Pame_16921.t1	K08752
Pame_16922.t2	K15637
Pame_16923.t1	K02331
Pame_16924.t1	K24086
Pame_16925.t1	K07192
Pame_16926.t1	K00115
Pame_16927.t1	K00115
Pame_16928.t1	K00115
Pame_16929.t1	K00115
Pame_16930.t1	K00115
Pame_16932.t1	K15423
Pame_16933.t1	K11414
Pame_16934.t1	K02325
Pame_16935.t1	K12185
Pame_16936.t1	K19306
Pame_16937.t1	K06628
Pame_16939.t1	K17609
Pame_16942.t2	K05648
Pame_16942.t2	K01992
Pame_16943.t1	K14016
Pame_16974.t1	K28050
Pame_16980.t1	K16733
Pame_16981.t1	K16733
Pame_16982.t1	K12180
Pame_16983.t1	K09368
Pame_16986.t1	K03066
Pame_16987.t1	K12489
Pame_16989.t1	K02999
Pame_16990.t1	K02999
Pame_16991.t1	K23209
Pame_16992.t1	K02999
Pame_16997.t1	K13099
Pame_16998.t1	K13099
Pame_17001.t1	K20298
Pame_17005.t1	K08734
Pame_17013.t1	K13099
Pame_17022.t3	K01415
Pame_17023.t1	K13099
Pame_17027.t1	K17387
Pame_17031.t1	K07497
Pame_17044.t1	K17604
Pame_17046.t1	K20298
Pame_17051.t2	K00710
Pame_17052.t1	K00710
Pame_17053.t1	K23209
Pame_17057.t2	K00699
Pame_17065.t1	K00967
Pame_17068.t1	K00665
Pame_17069.t1	K00665
Pame_17070.t1	K00665
Pame_17071.t1	K00665
Pame_17072.t1	K00665
Pame_17078.t1	K00665
Pame_17079.t1	K00665
Pame_17080.t1	K00665
Pame_17081.t1	K02999
Pame_17083.t1	K12621
Pame_17085.t1	K09371
Pame_17087.t1	K09371
Pame_17088.t1	K02838
Pame_17089.t1	K05125
Pame_17090.t1	K05125
Pame_17092.t1	K05124
Pame_17094.t1	K05124
Pame_17099.t1	K05124
Pame_17101.t1	K05124
Pame_17102.t1	K05124
Pame_17106.t1	K05125
Pame_17107.t1	K05125
Pame_17108.t1	K05125
Pame_17109.t1	K16056
Pame_17111.t1	K13128
Pame_17116.t1	K09880
Pame_17117.t1	K09228
Pame_17118.t1	K09228
Pame_17119.t1	K02975
Pame_17120.t4	K14000
Pame_17121.t1	K14000
Pame_17122.t2	K09228
Pame_17123.t1	K09228
Pame_17124.t2	K09228
Pame_17125.t1	K23205
Pame_17131.t1	K08824
Pame_17133.t1	K09492
Pame_17134.t1	K06675
Pame_17135.t1	K00002
Pame_17136.t1	K01187
Pame_17137.t1	K08334
Pame_17138.t1	K08077
Pame_17142.t1	K06052
Pame_17143.t1	K06052
Pame_17144.t1	K00237
Pame_17147.t1	K08202
Pame_17148.t1	K20045
Pame_17151.t1	K15613
Pame_17152.t1	K15613
Pame_17154.t1	K12590
Pame_17155.t1	K15128
Pame_17165.t1	K03098
Pame_17166.t1	K03098
Pame_17167.t1	K05313
Pame_17168.t1	K02330
Pame_17169.t1	K01363
Pame_17170.t1	K26680
Pame_17171.t1	K23362
Pame_17172.t1	K20031
Pame_17173.t1	K14387
Pame_17177.t1	K00623
Pame_17178.t1	K14793
Pame_17181.t1	K04515
Pame_17182.t3	K04515
Pame_17183.t1	K00820
Pame_17184.t1	K15043
Pame_17184.t1	K00161
Pame_17185.t1	K12483
Pame_17186.t1	K12483
Pame_17187.t1	K11153
Pame_17188.t3	K24680
Pame_17189.t1	K28020
Pame_17190.t1	K10684
Pame_17191.t1	K12176
Pame_17192.t1	K10638
Pame_17194.t1	K03439
Pame_17195.t1	K12460
Pame_17196.t1	K14343
Pame_17201.t1	K04346
Pame_17202.t1	K21889
Pame_17206.t1	K08701
Pame_17207.t1	K08701
Pame_17209.t1	K14857
Pame_17210.t4	K14946
Pame_17214.t1	K25318
Pame_17216.t1	K10696
Pame_17217.t1	K18628
Pame_17218.t1	K10301
Pame_17219.t1	K10608
Pame_17220.t1	K24228
Pame_17221.t1	K07763
Pame_17222.t1	K03234
Pame_17224.t1	K12483
Pame_17226.t1	K15103
Pame_17227.t1	K09640
Pame_17228.t1	K01312
Pame_17229.t1	K01312
Pame_17230.t1	K01312
Pame_17231.t1	K01312
Pame_17232.t1	K01312
Pame_17234.t1	K01312
Pame_17235.t1	K09635
Pame_17236.t1	K08664
Pame_17237.t1	K01312
Pame_17238.t1	K01316
Pame_17239.t1	K01312
Pame_17240.t1	K01312
Pame_17241.t2	K19398
Pame_17243.t1	K24517
Pame_17245.t1	K00021
Pame_17247.t1	K22628
Pame_17248.t1	K04527
Pame_17249.t1	K04527
Pame_17250.t1	K04527
Pame_17251.t1	K04527
Pame_17256.t1	K09097
Pame_17257.t1	K14559
Pame_17258.t1	K21440
Pame_17262.t1	K25815
Pame_17264.t1	K14845
Pame_17265.t1	K11266
Pame_17267.t1	K12591
Pame_17268.t1	K11427
Pame_17269.t1	K16530
Pame_17270.t1	K11427
Pame_17272.t2	K08283
Pame_17273.t1	K00774
Pame_17274.t1	K00504
Pame_17275.t1	K23194
Pame_17276.t1	K10310
Pame_17279.t1	K09633
Pame_17280.t1	K00274
Pame_17281.t1	K00274
Pame_17283.t1	K15001
Pame_17284.t1	K07427
Pame_17285.t1	K07427
Pame_17288.t1	K08115
Pame_17290.t1	K09574
Pame_17291.t1	K17435
Pame_17292.t1	K02959
Pame_17293.t1	K12823
Pame_17294.t1	K16606
Pame_17295.t1	K04280
Pame_17297.t1	K25058
Pame_17298.t1	K04659
Pame_17299.t1	K04659
Pame_17300.t1	K02219
Pame_17301.t4	K01205
Pame_17304.t1	K08811
Pame_17304.t1	K11321
Pame_17305.t1	K07877
Pame_17306.t1	K13098
Pame_17308.t1	K16518
Pame_17309.t1	K00327
Pame_17311.t1	K07921
Pame_17312.t1	K02893
Pame_17313.t1	K10577
Pame_17314.t1	K15127
Pame_17315.t4	K23624
Pame_17322.t1	K06721
Pame_17323.t1	K03991
Pame_17330.t1	K17519
Pame_17331.t1	K17519
Pame_17332.t1	K04226
Pame_17335.t1	K14550
Pame_17336.t1	K08051
Pame_17338.t1	K08471
Pame_17339.t1	K08471
Pame_17340.t1	K08471
Pame_17341.t1	K08471
Pame_17343.t1	K17264
Pame_17344.t1	K15001
Pame_17345.t2	K17254
Pame_17346.t1	K04906
Pame_17347.t1	K04906
Pame_17348.t1	K19751
Pame_17350.t1	K10847
Pame_17351.t1	K04531
Pame_17353.t1	K07369
Pame_17354.t1	K07295
Pame_17355.t1	K07295
Pame_17356.t1	K19026
Pame_17357.t1	K03440
Pame_17362.t1	K25856
Pame_17364.t1	K18437
Pame_17365.t1	K18437
Pame_17366.t1	K04809
Pame_17368.t1	K04809
Pame_17370.t2	K22984
Pame_17373.t1	K04809
Pame_17374.t1	K07295
Pame_17375.t1	K05312
Pame_17376.t1	K24166
Pame_17376.t1	K25636
Pame_17377.t1	K24166
Pame_17378.t1	K22803
Pame_17379.t1	K04978
Pame_17380.t1	K04976
Pame_17381.t1	K01934
Pame_17385.t1	K10349
Pame_17386.t1	K26403
Pame_17387.t1	K18745
Pame_17392.t1	K22984
Pame_17393.t1	K22984
Pame_17397.t1	K24537
Pame_17398.t1	K24729
Pame_17399.t1	K10258
Pame_17400.t1	K09507
Pame_17404.t1	K01639
Pame_17405.t1	K27320
Pame_17406.t1	K02207
Pame_17407.t1	K02988
Pame_17410.t1	K12619
Pame_17411.t2	K05849
Pame_17412.t1	K05849
Pame_17413.t1	K00962
Pame_17414.t1	K09548
Pame_17415.t1	K03018
Pame_17416.t1	K01441
Pame_17417.t1	K01737
Pame_17418.t1	K03522
Pame_17432.t1	K09427
Pame_17435.t1	K22984
Pame_17436.t1	K24225
Pame_17437.t1	K14709
Pame_17443.t1	K11251
Pame_17444.t1	K24262
Pame_17445.t1	K24983
Pame_17447.t1	K03102
Pame_17450.t1	K26544
Pame_17451.t1	K22182
Pame_17452.t1	K25139
Pame_17453.t1	K25605
Pame_17455.t1	K10599
Pame_17457.t1	K10666
Pame_17459.t1	K13175
Pame_17460.t1	K13172
Pame_17461.t1	K13347
Pame_17463.t1	K25731
Pame_17464.t1	K15137
Pame_17465.t1	K11166
Pame_17467.t2	K23792
Pame_17468.t1	K13348
Pame_17469.t1	K09542
Pame_17473.t1	K01551
Pame_17474.t1	K01974
Pame_17476.t1	K17914
Pame_17477.t1	K20465
Pame_17479.t1	K20465
Pame_17480.t1	K20465
Pame_17481.t1	K11324
Pame_17483.t1	K04730
Pame_17488.t1	K01312
Pame_17492.t1	K00699
Pame_17493.t1	K00699
Pame_17494.t2	K00699
Pame_17495.t1	K00699
Pame_17496.t2	K00699
Pame_17497.t1	K06774
Pame_17512.t3	K06774
Pame_17514.t1	K14999
Pame_17514.t1	K15003
Pame_17515.t1	K14999
Pame_17516.t1	K14999
Pame_17516.t1	K24554
Pame_17517.t1	K14999
Pame_17518.t1	K14999
Pame_17520.t1	K14999
Pame_17521.t1	K14999
Pame_17521.t1	K15003
Pame_17522.t1	K14999
Pame_17522.t1	K15003
Pame_17523.t1	K14999
Pame_17523.t1	K15003
Pame_17524.t1	K14999
Pame_17525.t1	K14999
Pame_17526.t1	K14999
Pame_17527.t1	K14999
Pame_17527.t1	K15003
Pame_17528.t1	K14999
Pame_17529.t1	K14999
Pame_17530.t1	K14999
Pame_17531.t1	K14999
Pame_17532.t1	K14999
Pame_17534.t1	K05655
Pame_17535.t1	K08145
Pame_17538.t1	K17960
Pame_17538.t1	K15004
Pame_17539.t1	K00488
Pame_17540.t1	K00488
Pame_17541.t1	K15004
Pame_17541.t1	K17960
Pame_17541.t1	K10721
Pame_17542.t1	K00488
Pame_17543.t2	K00488
Pame_17544.t1	K15004
Pame_17544.t1	K17960
Pame_17545.t1	K15004
Pame_17545.t1	K17960
Pame_17546.t1	K15004
Pame_17546.t1	K17960
Pame_17549.t1	K25472
Pame_17550.t1	K14692
Pame_17551.t1	K12623
Pame_17552.t2	K15309
Pame_17555.t1	K11504
Pame_17556.t1	K15732
Pame_17557.t1	K02961
Pame_17558.t1	K00078
Pame_17559.t1	K00078
Pame_17560.t1	K00078
Pame_17561.t1	K07941
Pame_17569.t1	K20053
Pame_17570.t1	K19367
Pame_17571.t1	K26392
Pame_17572.t1	K17408
Pame_17575.t1	K16364
Pame_17576.t1	K21486
Pame_17577.t1	K22860
Pame_17578.t1	K08424
Pame_17579.t2	K28000
Pame_17583.t1	K14937
Pame_17584.t1	K14937
Pame_17585.t1	K14937
Pame_17586.t1	K14937
Pame_17588.t1	K14937
Pame_17589.t1	K14937
Pame_17590.t1	K14937
Pame_17591.t1	K14937
Pame_17592.t1	K14937
Pame_17595.t1	K10722
Pame_17596.t1	K04729
Pame_17598.t2	K12301
Pame_17598.t2	K08193
Pame_17599.t1	K16453
Pame_17601.t1	K17964
Pame_17605.t1	K22038
Pame_17606.t2	K09228
Pame_17608.t1	K08471
Pame_17609.t1	K00115
Pame_17610.t1	K00115
Pame_17623.t1	K09427
Pame_17626.t1	K17387
Pame_17627.t1	K00510
Pame_17628.t1	K15450
Pame_17629.t1	K17776
Pame_17630.t1	K12479
Pame_17631.t1	K10261
Pame_17632.t1	K02920
Pame_17633.t1	K14944
Pame_17634.t1	K01800
Pame_17634.t1	K00799
Pame_17635.t1	K00728
Pame_17637.t1	K02270
Pame_17642.t1	K15293
Pame_17643.t3	K15293
Pame_17644.t1	K03650
Pame_17645.t1	K14944
Pame_17646.t1	K17418
Pame_17648.t1	K04919
Pame_17651.t3	K23972
Pame_17652.t1	K02963
Pame_17653.t1	K20298
Pame_17662.t1	K02519
Pame_17664.t1	K03104
Pame_17672.t1	K01360
Pame_17673.t1	K01360
Pame_17678.t1	K01049
Pame_17682.t1	K00115
Pame_17685.t1	K12800
Pame_17686.t1	K14837
Pame_17687.t1	K22073
Pame_17689.t1	K17083
Pame_17692.t1	K09228
Pame_17696.t2	K11161
Pame_17696.t2	K11153
Pame_17697.t1	K11162
Pame_17699.t2	K17339
Pame_17717.t1	K00939
Pame_17718.t1	K00939
Pame_17719.t3	K18211
Pame_17721.t1	K18188
Pame_17729.t1	K19027
Pame_17730.t1	K19027
Pame_17731.t1	K16686
Pame_17732.t1	K15123
Pame_17733.t1	K15123
Pame_17734.t1	K11584
Pame_17735.t1	K17610
Pame_17736.t1	K14006
Pame_17737.t1	K11976
Pame_17739.t1	K24761
Pame_17740.t1	K14795
Pame_17741.t1	K02867
Pame_17742.t1	K12829
Pame_17743.t1	K13025
Pame_17743.t1	K03257
Pame_17744.t1	K06064
Pame_17745.t1	K11660
Pame_17746.t1	K14300
Pame_17750.t1	K02999
Pame_17751.t1	K02999
Pame_17752.t1	K02999
Pame_17753.t1	K02999
Pame_17755.t2	K02999
Pame_17767.t1	K09228
Pame_17796.t1	K23222
Pame_17798.t1	K17604
Pame_17808.t1	K17387
Pame_17812.t1	K13443
Pame_17836.t1	K19179
Pame_17843.t1	K23222
Pame_17853.t1	K12197
Pame_17860.t1	K13443
Pame_17871.t1	K09427
Pame_17877.t1	K24637
Pame_17881.t1	K08734
Pame_17882.t1	K20291
Pame_17884.t1	K07488
Pame_17886.t1	K19179
Pame_17891.t1	K23205
Pame_17893.t2	K06867
Pame_17899.t1	K23205
Pame_17902.t1	K03098
Pame_17908.t1	K23209
Pame_17913.t1	K04350
Pame_17915.t1	K22255
Pame_17916.t1	K23222
Pame_17919.t2	K14999
Pame_17920.t1	K20298
Pame_17921.t1	K20298
Pame_17925.t1	K17387
Pame_17926.t1	K00759
Pame_17928.t1	K07497
Pame_17939.t1	K23209
Pame_17941.t1	K08810
Pame_17942.t2	K14616
Pame_17943.t1	K14616
Pame_17946.t1	K04168
Pame_17948.t1	K25812
Pame_17957.t1	K09378
Pame_17960.t1	K28080
Pame_17962.t1	K12830
Pame_17963.t1	K19025
Pame_17965.t1	K04885
Pame_17966.t1	K04885
Pame_17967.t1	K13131
Pame_17982.t1	K16343
Pame_17983.t1	K18758
Pame_17984.t1	K10661
Pame_17986.t1	K03671
Pame_17987.t1	K10448
Pame_17988.t1	K07048
Pame_17989.t2	K19511
Pame_17992.t1	K24526
Pame_17993.t1	K24634
Pame_17994.t1	K08331
Pame_17995.t2	K03125
Pame_17996.t1	K01109
Pame_18003.t1	K24889
Pame_18005.t1	K24889
Pame_18010.t1	K28051
Pame_18012.t1	K28051
Pame_18013.t1	K14296
Pame_18014.t2	K11801
Pame_18016.t1	K09206
Pame_18017.t1	K05609
Pame_18019.t3	K17541
Pame_18020.t1	K17541
Pame_18021.t1	K01312
Pame_18022.t1	K01312
Pame_18023.t1	K14570
Pame_18024.t1	K14570
Pame_18025.t1	K14570
Pame_18026.t1	K14570
Pame_18028.t1	K14570
Pame_18029.t1	K01312
Pame_18030.t2	K23802
Pame_18031.t1	K04739
Pame_18033.t1	K04739
Pame_18035.t1	K23663
Pame_18036.t1	K18417
Pame_18037.t1	K10877
Pame_18038.t1	K13239
Pame_18039.t1	K00653
Pame_18041.t1	K20791
Pame_18042.t1	K16832
Pame_18046.t1	K26154
Pame_18047.t1	K00272
Pame_18047.t1	K00273
Pame_18048.t1	K10727
Pame_18050.t1	K03193
Pame_18052.t1	K16603
Pame_18053.t1	K10685
Pame_18054.t1	K17551
Pame_18056.t2	K03783
Pame_18057.t1	K03783
Pame_18058.t1	K10898
Pame_18062.t1	K18442
Pame_18063.t2	K19758
Pame_18073.t1	K13868
Pame_18075.t1	K09228
Pame_18076.t1	K11294
Pame_18078.t1	K08595
Pame_18079.t2	K08596
Pame_18081.t1	K04467
Pame_18087.t1	K19932
Pame_18088.t1	K02433
Pame_18088.t1	K01426
Pame_18089.t1	K22384
Pame_18090.t1	K17536
Pame_18091.t1	K02989
Pame_18092.t1	K13868
Pame_18093.t1	K17928
Pame_18094.t1	K15407
Pame_18095.t1	K15182
Pame_18098.t1	K09436
