protein	KO
OG0009393	K06093
OG0009394	K01338
OG0009395	K06639
OG0009396	K10293
OG0009397	K20210
OG0009398	K01596
OG0009399	K17197
OG0009400	K19703
OG0009401	K02951
OG0009402	K24030
OG0009403	K18621
OG0009406	K18189
OG0009407	K11135
OG0009408	K13806
OG0009409	K04975
OG0009411	K04456
OG0009412	K20793
OG0009413	K20655
OG0009414	K11791
OG0009415	K07298
OG0009416	K10314
OG0009417	K01196
OG0009418	K09075
OG0009419	K00476
OG0009420	K18631
OG0009421	K09173
OG0009423	K20318
OG0009424	K04675
OG0009425	K20301
OG0009426	K08066
OG0009427	K26811
OG0009428	K26811
OG0009429	K18423
OG0009430	K02263
OG0009433	K13177
OG0009434	K28056
OG0009435	K09568
OG0009435	K01802
OG0009437	K08606
OG0009438	K08131
OG0009439	K26998
OG0009442	K21842
OG0009443	K02911
OG0009444	K06224
OG0009445	K09113
OG0009446	K10306
OG0009447	K01672
OG0009448	K12871
OG0009450	K11321
OG0009451	K02978
OG0009452	K11140
OG0009454	K11517
OG0009454	K16422
OG0009458	K10590
OG0009459	K24825
OG0009461	K15692
OG0009462	K04157
OG0009463	K08496
OG0009464	K10997
OG0009468	K14415
OG0009469	K03909
OG0009476	K10428
OG0009477	K09321
OG0009479	K25177
OG0009480	K07915
OG0009481	K14459
OG0009482	K25777
OG0009484	K18123
OG0009488	K24348
OG0009489	K04634
OG0009490	K12562
OG0009491	K12198
OG0009492	K06975
OG0009493	K15378
OG0009494	K15607
OG0009495	K10306
OG0009497	K01312
OG0009501	K00140
OG0009502	K21027
OG0009503	K01017
OG0009505	K14428
OG0009506	K12839
OG0009507	K23905
OG0009509	K08801
OG0009510	K15128
OG0009512	K16336
OG0009513	K00232
OG0009514	K02885
OG0009516	K24738
OG0009517	K23292
OG0009518	K00020
OG0009520	K24660
OG0009521	K00889
OG0009522	K13697
OG0009524	K00733
OG0009525	K18763
OG0009526	K11674
OG0009527	K06767
OG0009529	K22733
OG0009530	K09866
OG0009531	K17916
OG0009532	K09228
OG0009534	K08471
OG0009535	K01166
OG0009536	K09275
OG0009539	K21347
OG0009540	K10950
OG0009541	K20281
OG0009543	K04577
OG0009544	K11412
OG0009545	K19983
OG0009546	K07880
OG0009547	K02899
OG0009548	K02219
OG0009550	K02940
OG0009552	K05679
OG0009553	K05679
OG0009554	K23287
OG0009555	K04527
OG0009556	K04527
OG0009557	K15376
OG0009557	K03750
OG0009558	K00019
OG0009561	K15255
OG0009562	K09215
OG0009563	K14523
OG0009564	K06059
OG0009565	K24404
OG0009566	K12811
OG0009569	K19754
OG0009570	K02868
OG0009572	K14210
OG0009573	K22382
OG0009576	K02140
OG0009577	K17768
OG0009578	K22555
OG0009579	K09437
OG0009580	K20303
OG0009581	K10134
OG0009584	K22863
OG0009585	K17429
OG0009586	K01110
OG0009588	K18756
OG0009589	K23960
OG0009591	K19970
OG0009591	K01081
OG0009592	K24634
OG0009593	K24810
OG0009595	K09090
OG0009598	K09090
OG0009599	K09087
OG0009600	K08145
OG0009601	K14945
OG0009606	K25687
OG0009607	K00856
OG0009608	K11306
OG0009610	K08202
OG0009611	K23915
OG0009613	K13753
OG0009614	K07301
OG0009615	K08193
OG0009618	K17541
OG0009619	K20225
OG0009620	K03038
OG0009621	K13753
OG0009622	K15542
OG0009623	K22869
OG0009624	K10605
OG0009625	K21032
OG0009627	K00852
OG0009628	K20361
OG0009629	K26232
OG0009630	K27678
OG0009631	K00940
OG0009632	K07376
OG0009634	K11269
OG0009634	K26403
OG0009635	K25389
OG0009636	K08824
OG0009637	K01047
OG0009641	K13444
OG0009644	K01052
OG0009648	K02929
OG0009649	K18463
OG0009650	K15436
OG0009651	K13207
OG0009652	K18184
OG0009653	K16476
OG0009655	K14209
OG0009656	K25808
OG0009657	K15290
OG0009658	K07523
OG0009659	K21806
OG0009660	K06057
OG0009661	K10417
OG0009662	K06670
OG0009663	K23563
OG0009664	K09228
OG0009665	K15430
OG0009667	K09493
OG0009672	K14010
OG0009677	K20168
OG0009678	K13136
OG0009681	K20032
OG0009683	K18667
OG0009684	K14463
OG0009686	K19914
OG0009689	K04564
OG0009690	K09228
OG0009693	K16186
OG0009695	K10392
OG0009696	K20179
OG0009697	K24971
OG0009697	K01187
OG0009698	K08490
OG0009700	K00846
OG0009701	K00939
OG0009702	K19674
OG0009703	K09584
OG0009705	K00934
OG0009706	K23495
OG0009707	K08967
OG0009709	K27179
OG0009711	K27179
OG0009713	K17263
OG0009714	K19760
OG0009715	K00942
OG0009715	K12189
OG0009717	K15199
OG0009718	K14822
OG0009723	K17606
OG0009724	K23293
OG0009725	K16944
OG0009726	K02449
OG0009727	K13143
OG0009728	K27888
OG0009731	K13278
OG0009733	K08098
OG0009734	K27310
OG0009735	K24185
OG0009736	K13443
OG0009737	K09881
OG0009738	K25417
OG0009739	K22943
OG0009740	K22564
OG0009741	K12836
OG0009742	K16680
OG0009743	K02184
OG0009747	K08471
OG0009748	K08145
OG0009749	K05701
OG0009751	K16678
OG0009752	K26539
OG0009753	K15307
OG0009755	K24174
OG0009756	K17889
OG0009757	K04461
OG0009758	K14163
OG0009758	K01881
OG0009759	K17608
OG0009761	K07390
OG0009762	K01255
OG0009763	K13781
OG0009764	K24780
OG0009765	K08817
OG0009766	K02325
OG0009767	K09592
OG0009768	K00115
OG0009770	K08703
OG0009772	K11853
OG0009773	K19195
OG0009774	K11434
OG0009775	K19984
OG0009776	K24688
OG0009777	K00326
OG0009778	K01136
OG0009779	K24550
OG0009780	K00382
OG0009782	K22037
OG0009783	K12563
OG0009785	K26153
OG0009786	K26153
OG0009787	K26153
OG0009788	K01283
OG0009789	K06537
OG0009790	K03875
OG0009791	K13164
OG0009792	K14328
OG0009793	K01280
OG0009794	K03945
OG0009795	K11429
OG0009797	K17653
OG0009799	K16755
OG0009800	K23166
OG0009801	K19328
OG0009802	K23205
OG0009803	K17491
OG0009805	K08816
OG0009808	K06126
OG0009809	K04984
OG0009811	K09640
OG0009812	K20673
OG0009813	K09640
OG0009815	K25059
OG0009816	K06519
OG0009817	K01187
OG0009818	K13254
OG0009819	K16196
OG0009820	K03781
OG0009821	K03781
OG0009822	K04441
OG0009823	K22371
OG0009824	K00913
OG0009827	K13539
OG0009828	K24733
OG0009829	K23501
OG0009830	K26100
OG0009832	K19539
OG0009833	K20777
OG0009834	K01823
OG0009835	K06693
OG0009836	K03424
OG0009837	K24133
OG0009839	K17424
OG0009841	K00011
OG0009841	K00002
OG0009844	K14816
OG0009846	K03262
OG0009847	K10407
OG0009848	K26421
OG0009849	K05304
OG0009851	K14360
OG0009852	K17254
OG0009853	K18966
OG0009853	K01580
OG0009854	K26456
OG0009855	K13298
OG0009856	K10443
OG0009857	K14763
OG0009858	K18422
OG0009859	K14325
OG0009860	K01769
OG0009861	K12323
OG0009862	K22872
OG0009863	K14529
OG0009864	K07376
OG0009865	K04247
OG0009866	K04688
OG0009868	K09486
OG0009869	K20362
OG0009871	K01697
OG0009872	K13524
OG0009873	K05032
OG0009875	K03083
OG0009876	K10348
OG0009877	K06580
OG0009878	K24940
OG0009879	K10522
OG0009880	K06100
OG0009881	K20824
OG0009882	K01476
OG0009883	K01679
OG0009884	K13514
OG0009887	K16914
OG0009888	K20364
OG0009889	K17972
OG0009890	K26242
OG0009891	K06927
OG0009892	K22197
OG0009893	K00670
OG0009894	K24169
OG0009895	K12869
OG0009897	K06972
OG0009898	K08745
OG0009899	K16731
OG0009900	K19519
OG0009902	K16718
OG0009903	K13142
OG0009904	K25166
OG0009905	K01528
OG0009906	K10657
OG0009907	K00939
OG0009908	K17259
OG0009909	K02513
OG0009910	K17292
OG0009911	K24427
OG0009915	K18743
OG0009916	K08267
OG0009917	K07192
OG0009919	K24060
OG0009922	K16942
OG0009923	K08805
OG0009924	K14137
OG0009925	K04967
OG0009929	K09448
OG0009932	K17278
OG0009933	K16855
OG0009935	K27893
OG0009936	K27893
OG0009937	K00227
OG0009939	K14388
OG0009939	K03307
OG0009940	K06772
OG0009941	K06774
OG0009942	K14696
OG0009943	K14209
OG0009945	K11654
OG0009946	K16465
OG0009948	K12581
OG0009949	K24629
OG0009950	K03544
OG0009951	K06063
OG0009952	K22984
OG0009954	K17597
OG0009955	K12857
OG0009956	K03098
OG0009957	K05128
OG0009958	K07378
OG0009959	K17261
OG0009960	K00763
OG0009962	K13108
OG0009964	K09884
OG0009965	K14938
OG0009966	K18710
OG0009968	K01834
OG0009969	K15464
OG0009970	K27470
OG0009971	K12400
OG0009973	K14834
OG0009975	K03512
OG0009977	K11649
OG0009978	K20176
OG0009979	K08860
OG0009980	K27896
OG0009981	K24736
OG0009982	K06173
OG0009983	K26084
OG0009984	K02727
OG0009985	K03430
OG0009987	K17086
OG0009989	K03648
OG0009992	K26746
OG0009994	K13339
OG0009995	K10844
OG0009996	K15443
OG0009997	K03064
OG0009998	K14376
OG0010000	K14546
OG0010001	K05746
OG0010002	K21989
OG0010004	K03174
OG0010005	K13704
OG0010006	K13106
OG0010007	K12623
OG0010008	K03939
OG0010009	K05633
OG0010011	K24852
OG0010012	K15202
OG0010013	K00365
OG0010015	K15434
OG0010016	K19682
OG0010018	K23114
OG0010019	K13196
OG0010020	K14443
OG0010021	K10758
OG0010022	K12886
OG0010022	K21444
OG0010023	K07899
OG0010026	K07916
OG0010027	K09428
OG0010028	K25592
OG0010032	K10582
OG0010033	K24512
OG0010035	K28001
OG0010036	K01802
OG0010037	K23843
OG0010039	K23222
OG0010040	K20632
OG0010042	K20689
OG0010047	K14018
OG0010050	K19513
OG0010051	K20694
OG0010054	K25548
OG0010055	K13575
OG0010056	K00665
OG0010057	K10249
OG0010059	K10250
OG0010060	K03963
OG0010061	K20877
OG0010062	K11092
OG0010064	K11153
OG0010065	K14832
OG0010066	K09548
OG0010067	K22766
OG0010069	K25461
OG0010070	K10306
OG0010071	K02330
OG0010073	K06105
OG0010074	K23296
OG0010076	K19329
OG0010077	K18260
OG0010079	K09519
OG0010080	K11491
OG0010081	K13943
OG0010081	K09209
OG0010083	K00871
OG0010084	K11803
OG0010085	K14549
OG0010086	K22566
OG0010089	K06070
OG0010090	K20163
OG0010091	K06101
OG0010092	K19832
OG0010093	K10520
OG0010094	K23010
OG0010095	K26076
OG0010097	K23334
OG0010098	K10773
OG0010099	K15192
OG0010100	K14851
OG0010101	K03005
OG0010102	K01724
OG0010103	K01490
OG0010104	K19529
OG0010105	K13187
OG0010106	K14165
OG0010107	K11430
OG0010111	K00649
OG0010113	K13137
OG0010114	K02157
OG0010115	K16535
OG0010116	K16744
OG0010119	K04392
OG0010119	K07860
OG0010119	K07863
OG0010119	K07975
OG0010120	K24739
OG0010122	K05294
OG0010123	K02333
OG0010123	K02435
OG0010124	K10949
OG0010125	K12462
OG0010126	K19759
OG0010127	K00948
OG0010128	K04640
OG0010130	K22381
OG0010131	K18412
OG0010132	K13212
OG0010133	K03267
OG0010134	K01866
OG0010135	K17823
OG0010136	K10624
OG0010137	K15033
OG0010138	K19684
OG0010140	K01227
OG0010141	K14388
OG0010142	K09228
OG0010142	K09191
OG0010143	K19511
OG0010144	K12606
OG0010145	K04882
OG0010146	K14075
OG0010147	K18204
OG0010149	K05820
OG0010150	K23680
OG0010152	K09485
OG0010153	K14802
OG0010154	K01530
OG0010155	K25546
OG0010156	K21841
OG0010157	K01540
OG0010158	K28023
OG0010161	K24832
OG0010163	K17260
OG0010164	K23518
OG0010165	K09452
OG0010167	K15106
OG0010168	K23566
OG0010170	K15044
OG0010172	K24485
OG0010173	K23733
OG0010174	K10319
OG0010175	K04683
OG0010176	K09572
OG0010177	K07190
OG0010180	K20409
OG0010181	K08601
OG0010182	K25817
OG0010183	K10630
OG0010184	K12663
OG0010185	K25452
OG0010186	K15047
OG0010187	K12584
OG0010188	K05546
OG0010189	K02906
OG0010190	K19677
OG0010191	K12813
OG0010192	K02876
OG0010193	K10416
OG0010194	K13106
OG0010196	K10645
OG0010197	K10645
OG0010199	K02355
OG0010200	K12947
OG0010201	K01540
OG0010202	K01540
OG0010203	K01540
OG0010204	K22763
OG0010205	K02213
OG0010206	K00547
OG0010207	K20372
OG0010208	K19765
OG0010209	K23868
OG0010210	K06528
OG0010211	K00864
OG0010212	K08833
OG0010213	K04961
OG0010214	K02098
OG0010215	K00411
OG0010216	K27896
OG0010218	K25874
OG0010219	K11162
OG0010220	K07888
OG0010220	K07887
OG0010221	K27905
OG0010222	K09527
OG0010224	K04360
OG0010225	K18953
OG0010226	K11368
OG0010227	K11423
OG0010228	K01074
OG0010230	K07515
OG0010232	K04487
OG0010237	K20017
OG0010238	K17605
OG0010239	K00430
OG0010240	K03691
OG0010241	K20301
OG0010243	K11883
OG0010244	K14530
OG0010248	K05292
OG0010249	K02731
OG0010250	K20316
OG0010251	K27928
OG0010252	K20160
OG0010253	K18747
OG0010255	K14776
OG0010257	K00228
OG0010258	K23679
OG0010259	K17931
OG0010260	K05619
OG0010261	K10183
OG0010262	K12158
OG0010263	K10582
OG0010264	K17796
OG0010265	K00111
OG0010266	K09200
OG0010267	K09481
OG0010268	K18040
OG0010269	K18269
OG0010270	K12074
OG0010271	K24518
OG0010272	K22738
OG0010273	K13990
OG0010274	K07950
OG0010275	K01880
OG0010277	K03860
OG0010278	K02925
OG0010279	K21988
OG0010282	K24482
OG0010283	K12873
OG0010284	K00555
OG0010286	K12891
OG0010288	K14852
OG0010289	K03966
OG0010290	K17573
OG0010291	K01758
OG0010291	K01760
OG0010292	K02857
OG0010293	K08336
OG0010294	K24728
OG0010295	K08731
OG0010296	K14721
OG0010297	K23112
OG0010298	K10767
OG0010299	K20181
OG0010302	K07152
OG0010303	K10089
OG0010304	K23800
OG0010308	K00859
OG0010309	K24824
OG0010311	K17079
OG0010312	K07293
OG0010315	K17925
OG0010317	K25081
OG0010318	K01514
OG0010320	K13805
OG0010322	K13341
OG0010323	K04359
OG0010326	K14711
OG0010328	K11165
OG0010329	K00815
OG0010330	K25226
OG0010331	K18163
OG0010332	K17985
OG0010333	K05759
OG0010334	K03257
OG0010336	K18666
OG0010338	K16307
OG0010339	K01063
OG0010340	K01063
OG0010341	K09645
OG0010342	K24725
OG0010343	K02864
OG0010344	K13780
OG0010345	K24890
OG0010346	K04952
OG0010349	K24254
OG0010351	K10609
OG0010352	K23635
OG0010353	K01183
OG0010354	K00784
OG0010355	K19934
OG0010356	K17455
OG0010357	K07195
OG0010360	K02130
OG0010361	K05995
OG0010362	K10263
OG0010363	K18703
OG0010364	K24527
OG0010365	K03000
OG0010366	K10317
OG0010369	K27289
OG0010370	K27906
OG0010371	K05544
OG0010373	K08835
OG0010374	K14388
OG0010374	K03307
OG0010376	K06254
