module_ID	module_name	中文名	category_C	category_B	
M00043	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine	甲状腺激素的生物合成,酪氨酸→三碘甲状腺原氨酸/甲状腺素	Aromatic amino acid metabolism	Amino acid metabolism	
M00042	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	儿茶酚胺的生物合成,酪氨酸→多巴→去甲肾上腺素→肾上腺素	Aromatic amino acid metabolism	Amino acid metabolism	
M00040	Tyrosine biosynthesis, chorismate => arogenate => tyrosine	酪氨酸的生物合成,预苯酸→芳香酸→酪氨酸	Aromatic amino acid metabolism	Amino acid metabolism	
M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	色氨酸的代谢,色氨酸→犬尿氨酸→2-氨基己二酸	Aromatic amino acid metabolism	Amino acid metabolism	
M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	缬氨酸的降解,缬氨酸→乙酰乙酸+乙酰辅酶A	Branched-chain amino acid metabolism	Amino acid metabolism	
M00035	Methionine degradation	甲硫氨酸的降解	Cysteine and methionine metabolism	Amino acid metabolism	
M00034	Methionine salvage pathway	甲硫氨酸补救途径	Cysteine and methionine metabolism	Amino acid metabolism	
M00033	Ectoine biosynthesis, aspartate => ectoine	生物合成,天冬氨酸→生物合成	Serine and threonine metabolism	Amino acid metabolism	
M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	赖氨酸的降解,赖氨酸→萨卡灵→乙酰乙酰辅酶A	Lysine metabolism	Amino acid metabolism	
M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	赖氨酸的生物合成,由LysW介导,2-氨基己二酸→赖氨酸	Lysine metabolism	Amino acid metabolism	
M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	赖氨酸的生物合成,AAA途径,2-氧戊二酸→2-氨基己二酸→赖氨酸	Lysine metabolism	Amino acid metabolism	
M00029	Urea cycle	尿素循环	Arginine and proline metabolism	Amino acid metabolism	
M00028	Ornithine biosynthesis, glutamate => ornithine	鸟氨酸的生物合成,谷氨酸→鸟氨酸	Arginine and proline metabolism	Amino acid metabolism	
M00027	GABA (gamma-Aminobutyrate) shunt	GABA(γ-氨基丁酸)旁路	Other amino acid metabolism	Amino acid metabolism	
M00026	Histidine biosynthesis, PRPP => histidine	组氨酸的生物合成,PRPP→组氨酸	Histidine metabolism	Amino acid metabolism	
M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine	酪氨酸的生物合成,预苯酸→HPP→酪氨酸	Aromatic amino acid metabolism	Amino acid metabolism	
M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	苯丙氨酸的生物合成,预苯酸→苯丙酮酸→苯丙氨酸	Aromatic amino acid metabolism	Amino acid metabolism	
M00023	Tryptophan biosynthesis, chorismate => tryptophan	色氨酸的生物合成,预苯酸→色氨酸	Aromatic amino acid metabolism	Amino acid metabolism	
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	酪氨酸途径,磷酸烯醇式丙酮酸+赤藓糖-4P→预苯酸	Aromatic amino acid metabolism	Amino acid metabolism	
M00021	Cysteine biosynthesis, serine => cysteine	半胱氨酸的生物合成,丝氨酸→半胱氨酸	Cysteine and methionine metabolism	Amino acid metabolism	
M00020	Serine biosynthesis, glycerate-3P => serine	丝氨酸的生物合成,3-磷酸甘油酸→丝氨酸	Serine and threonine metabolism	Amino acid metabolism	
M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	缬氨酸/异亮氨酸的生物合成,丙酮酸→缬氨酸/2-氧戊酸→异亮氨酸	Branched-chain amino acid metabolism	Amino acid metabolism	
M00018	Threonine biosynthesis, aspartate => homoserine => threonine	苏氨酸的生物合成,天冬氨酸→齐墩果氨酸→苏氨酸	Serine and threonine metabolism	Amino acid metabolism	
M00017	Methionine biosynthesis, aspartate => homoserine => methionine	甲硫氨酸的生物合成,天冬氨酸→齐墩果氨酸→甲硫氨酸	Cysteine and methionine metabolism	Amino acid metabolism	
M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	赖氨酸的生物合成,琥珀酰-DAP途径,天冬氨酸→赖氨酸	Lysine metabolism	Amino acid metabolism	
M00015	Proline biosynthesis, glutamate => proline	脯氨酸的生物合成,谷氨酸→脯氨酸	Arginine and proline metabolism	Amino acid metabolism	
ko00450	Selenocompound metabolism	硒化合物的代谢	Other amino acid metabolism	Amino acid metabolism	
ko00440	Phosphonate and phosphinate metabolism	磷酸盐和膦酸盐的代谢	Other amino acid metabolism	Amino acid metabolism	
